x1,y1,size1,figure1,is_active1,color1,priority1,speed1,opacity1,rotation1,x2,y2,size2,figure2,is_active2,color2,priority2,speed2,opacity2,rotation2,collision
4,-5,46,rectangle,0,red,5,0.7133011499463282,0.07587944643640376,141,-1,-4,83,rectangle,0,green,2,0.9641468232666983,0.8006168625217812,305,True
5,5,29,circle,0,green,4,6.139004607688116,0.9046869013795846,336,-1,-5,15,rectangle,0,red,1,8.151852182805168,0.8480649019511082,225,False
2,0,27,rectangle,1,yellow,2,3.7279934319480326,0.6545887684663763,152,-3,-2,26,circle,0,blue,5,8.312730181241822,0.5148369862189867,256,False
-1,3,60,rectangle,1,red,3,3.853365152260466,0.9514435123464349,198,-3,5,30,rectangle,0,green,5,1.2887187943538991,0.09906609097921926,202,True
-2,6,46,circle,1,green,4,7.568678696039233,0.44108839752924256,39,-1,5,46,rectangle,0,red,4,6.5182750497389925,0.04510028897324969,81,True
5,-3,62,rectangle,1,red,4,2.712529285987876,0.05186314730843289,98,5,-5,66,rectangle,0,green,4,2.640931594360679,0.6868064575771491,48,True
4,6,61,rectangle,1,green,3,0.003364587255441087,0.3268818106687972,258,-5,-5,36,circle,0,green,5,3.772471251725552,0.06906303523919044,245,False
5,0,72,circle,1,blue,4,7.243620825950364,0.07314617711930382,310,-1,-6,68,circle,1,blue,1,1.8960164563474735,0.08999755722433123,148,True
1,3,64,rectangle,0,red,2,3.224876498185308,0.19870286595111275,105,-5,-3,47,rectangle,1,green,4,6.341635905346856,0.330337263156242,293,True
-4,-2,56,circle,1,yellow,5,8.93752342089386,0.4273253943495251,300,-4,3,43,circle,1,yellow,5,5.381402963338812,0.9573410377032682,23,True
2,-4,73,rectangle,0,yellow,1,9.977333354213403,0.9681488067667887,323,-2,4,89,circle,1,yellow,4,1.188975076460026,0.26376364866716484,167,False
5,-6,16,circle,0,green,3,2.495436327399295,0.36108252151670295,80,3,-6,55,rectangle,0,blue,3,9.420651285357136,0.41018851657001454,245,True
5,-3,45,circle,1,blue,2,4.580160844815799,0.6043675660708179,231,3,-2,42,rectangle,0,green,3,0.2687701222145411,0.5901661624229522,229,True
5,-4,38,rectangle,0,yellow,5,8.936217013190573,0.4996913251324939,342,-5,4,61,circle,1,blue,4,1.6260888039428056,0.9049098274175678,30,False
2,2,38,circle,0,red,3,7.1677402082834885,0.0018506840296285132,118,-4,-4,54,rectangle,1,yellow,4,9.51211993135754,0.4366808841919362,91,False
-3,-1,69,circle,1,blue,4,8.419124234915058,0.9288350440514195,50,2,2,72,rectangle,1,green,5,1.9770391234384488,0.9901330309399535,242,True
2,-4,54,rectangle,0,yellow,4,0.24693977450634397,0.8656955065427759,33,5,-2,99,rectangle,1,yellow,3,5.950141612657647,0.7463337784564064,143,True
-4,1,41,circle,0,green,5,7.233453727711599,0.43861840550480824,121,-5,-6,84,circle,1,blue,4,4.492814450780466,0.1961600463003732,185,True
4,0,52,rectangle,1,blue,4,0.4784267568632161,0.22460143117475484,1,-4,2,97,rectangle,0,red,1,7.98028977363607,0.6106835983482136,333,True
3,-4,21,rectangle,0,blue,2,0.9166168824581855,0.2016376561665687,137,2,1,86,circle,0,blue,5,6.724360754318823,0.670936540776245,324,False
3,-5,91,circle,1,red,5,4.514742486113343,0.4456372332801368,340,5,1,51,rectangle,0,green,3,6.314376902558536,0.9700568352818087,57,False
-4,2,90,circle,0,red,3,2.2010584167533387,0.8517689731600065,75,-1,-2,54,rectangle,0,green,3,8.592000571085382,0.5874424509085817,99,True
-3,-1,100,circle,1,yellow,4,4.354335082039733,0.8654698561499176,100,0,-1,81,rectangle,1,red,5,3.9602356568595933,0.5116626478556866,33,True
-1,-2,35,circle,1,red,3,4.515008070636165,0.12797119861187367,249,-5,-1,57,rectangle,0,red,3,5.654259144219007,0.8105552662436207,251,True
-2,-3,12,rectangle,1,green,3,8.330866334507489,0.8729273096280662,21,-4,-6,54,circle,1,yellow,4,8.98075939097294,0.1664837500672225,49,False
-4,1,51,circle,1,green,5,4.774631448695033,0.47962145680634916,102,5,-6,36,circle,1,blue,4,0.44769052049177915,0.5926983370766709,137,False
2,-6,79,rectangle,1,green,1,5.585514194190848,0.9574658622603769,33,-3,6,49,rectangle,0,red,3,7.690001588054475,0.47139800314480695,78,False
-1,2,88,rectangle,0,blue,1,6.3441601169686574,0.4305319614172083,213,4,3,10,rectangle,1,red,1,7.146006475831887,0.5786668078065083,67,True
2,-1,94,rectangle,1,blue,3,6.491174561172644,0.13603458193649764,91,-5,6,55,circle,0,yellow,2,7.275616619684522,0.4228139335777872,220,False
-3,-6,39,rectangle,0,yellow,2,4.790715857556793,0.7936496429353306,294,1,4,20,circle,0,blue,1,1.8677801287210793,0.7433254619560764,190,False
1,3,33,circle,1,yellow,3,9.751601635573351,0.9315002521687646,295,2,1,30,rectangle,0,green,3,3.5688327570835843,0.8527037450679409,191,True
-3,-1,27,circle,1,red,5,0.22265953645078218,0.48127269233510295,311,-5,-4,92,rectangle,1,green,4,0.22032586009877564,0.2076242977571846,24,True
-1,-2,79,circle,1,red,2,8.796571193273666,0.8999595483729885,192,-4,-2,79,rectangle,1,blue,4,2.3916237556819366,0.4072924525991747,61,True
4,-6,100,rectangle,0,yellow,2,6.2251533018664995,0.9202419098562775,72,3,-6,84,rectangle,0,red,3,4.468188020024501,0.5034684002583211,228,True
-2,2,53,circle,1,yellow,2,1.5157982446184148,0.8281592747998379,300,-3,2,35,rectangle,0,red,3,1.3293628466026974,0.9997427435372034,222,True
4,0,25,circle,1,blue,1,3.254216287644227,0.4479935748900207,299,1,5,46,rectangle,1,green,4,1.9206720578417569,0.2649942999087468,167,False
3,-4,85,rectangle,1,blue,2,4.5803691683516075,0.8828069303499114,124,-4,4,25,circle,1,green,1,4.7795067722274105,0.9587594581067119,359,False
-2,6,42,circle,1,yellow,4,9.76072671149667,0.7415345892905467,64,5,2,97,rectangle,0,red,5,5.5287414834545405,0.6022178736659372,96,False
1,-3,75,rectangle,1,red,1,7.709066968603442,0.737334477804611,26,-2,2,93,circle,1,blue,2,2.843469113255721,0.4969111677944409,284,True
-2,5,11,circle,0,blue,1,7.233954240937711,0.9387803940878929,25,0,-3,46,circle,0,yellow,5,8.533391626540737,0.3600442328434733,164,False
0,5,15,circle,0,blue,2,7.591747496228264,0.7486851427188512,224,-2,2,75,rectangle,1,red,1,2.962236246084391,0.9737767067442492,330,True
-4,3,30,circle,0,yellow,2,5.161612191986579,0.1849749224763929,351,2,1,11,rectangle,1,green,3,9.77001550941701,0.6614963805503005,209,False
1,0,82,rectangle,1,green,2,9.35947199770606,0.8893937655736239,249,-3,1,23,circle,1,yellow,5,0.7027787201446811,0.03805341536615159,282,True
2,-3,16,circle,0,yellow,1,7.4487704340974625,0.7962070651691571,83,5,3,37,circle,1,blue,2,4.611802004359622,0.43057749240626064,111,True
-2,-3,71,circle,1,blue,2,0.25863872519507836,0.34422893977442315,237,-1,-3,40,circle,1,red,3,4.330247111099144,0.8180472891750084,5,True
-4,0,59,rectangle,0,yellow,5,8.926867505503036,0.18398397028190305,231,2,2,97,rectangle,0,yellow,1,2.4420211633246627,0.0709273839616561,103,True
3,-5,49,rectangle,1,green,3,0.9405823878906883,0.040387670164976686,104,4,-6,77,circle,0,red,1,2.7053879554172178,0.5013471991048054,165,True
2,0,84,circle,0,blue,1,8.18734454996568,0.7305324226818407,179,5,-5,54,rectangle,0,green,4,2.7479418244052267,0.8008200246391022,239,False
-3,-4,19,rectangle,1,red,1,3.761627017441903,0.9670854055746976,299,-2,1,74,circle,1,red,5,9.851795283954324,0.32151309174670395,23,False
4,-2,84,circle,0,yellow,4,7.579880195891117,0.5544845660004536,292,-5,-2,54,rectangle,0,green,5,4.044758585963301,0.64849491738063,287,False
0,-5,61,circle,0,green,5,3.2570270020459127,0.09059485862080918,353,-1,0,31,rectangle,0,green,4,5.127754911806596,0.2894647301258054,213,False
3,3,24,rectangle,0,red,1,9.084425621619719,0.017210663482782662,29,-4,-1,21,rectangle,0,red,4,7.583628453444964,0.38315128139499866,76,False
2,-5,77,circle,1,green,4,3.753784319279018,0.7948692147504319,40,2,-1,27,circle,1,yellow,1,6.330250992389099,0.5127172008306192,123,True
5,6,94,rectangle,1,red,4,4.3100391468683785,0.9565367880777595,344,-5,3,23,circle,0,yellow,5,3.4386509576936977,0.9005433468528818,94,False
5,-2,54,circle,1,red,2,5.3993279298200445,0.241827219710691,206,5,-1,90,rectangle,1,green,2,4.751331907384888,0.9159405887430307,160,True
5,-4,37,circle,0,yellow,3,7.156902275583641,0.3999906122330369,158,4,1,86,rectangle,0,blue,1,7.994114612978636,0.30199189087403566,312,True
0,-4,82,rectangle,0,yellow,2,0.3107342049508066,0.7463518319140442,238,1,-6,79,rectangle,0,yellow,4,6.176414431157106,0.559258946820698,144,True
-2,0,12,rectangle,0,red,3,2.944276879976764,0.7855235953530773,173,-2,-3,96,rectangle,1,blue,1,0.24485165076135296,0.20464246463306723,166,True
-5,0,14,circle,1,yellow,3,1.930938858431398,0.270605322127756,19,5,0,33,circle,0,yellow,5,3.1503739455549304,0.967569020562558,291,False
2,0,51,rectangle,1,yellow,1,2.1747444432160954,0.0011884662231623766,359,-4,-4,64,circle,0,yellow,5,6.946118627487561,0.6640541848946196,226,False
3,-2,41,rectangle,0,green,1,9.648069770589444,0.5644237639707789,260,5,2,26,circle,1,red,3,4.531729248650437,0.27016445130155453,196,True
1,-6,60,circle,1,green,2,7.574512658262566,0.4042215637475589,205,-1,-4,95,rectangle,0,blue,2,4.068890836466208,0.28216375165247143,273,True
2,-5,36,circle,1,green,5,0.4838912349585256,0.3523279222025294,147,-4,5,11,rectangle,1,green,4,0.016339740281998694,0.2813614763273683,301,False
-2,6,64,rectangle,1,red,3,6.505587946251328,0.6623945476024977,93,-3,3,41,circle,0,yellow,2,5.592970667056347,0.06040586187469521,213,True
3,4,85,rectangle,1,red,3,7.2407226118241566,0.8091931214831001,95,-5,6,72,rectangle,1,red,2,6.701405912277122,0.71328482452747,263,True
-2,5,95,circle,0,green,3,0.7321014315802066,0.37846985345222905,242,0,-3,30,circle,0,green,1,7.9443423415431615,0.2525397575128936,111,True
-3,1,80,rectangle,0,blue,4,7.472094213599867,0.40466134473252746,355,0,1,95,circle,0,red,4,7.925155138154788,0.22966287440924638,161,True
5,1,54,rectangle,1,yellow,4,7.946015467091411,0.22095553703243942,122,-3,5,96,rectangle,1,green,4,8.567786680142165,0.471873042754541,150,True
-5,6,22,circle,1,yellow,5,5.938338296322603,0.8553412779726343,356,4,-5,54,circle,0,blue,5,7.667969552446719,0.289149182385503,294,False
-4,5,91,circle,1,green,5,7.27819821678838,0.03939138381153906,195,2,-2,82,rectangle,0,green,1,3.3190292012014155,0.10031686081772395,275,False
2,6,87,rectangle,1,blue,4,8.19581194829331,0.029608120302639818,358,1,5,10,rectangle,0,yellow,5,4.120355518500021,0.5160322219252887,349,True
-1,-2,36,circle,1,green,5,4.6553733482302935,0.7186751714723119,166,5,-6,33,circle,1,yellow,4,3.4572119818342584,0.32335746168289026,116,False
-5,2,27,rectangle,1,green,3,7.521224150756125,0.7554183526100995,32,-5,-4,77,rectangle,0,green,2,6.640816605672743,0.6335938232311054,50,True
-5,-5,61,rectangle,1,red,2,6.630137700382148,0.7569392638192532,24,4,3,16,rectangle,0,blue,5,5.543828487798438,0.44109692182490157,265,False
1,1,99,rectangle,0,red,1,7.466886002045175,0.04630470078143667,52,5,4,64,circle,0,green,1,7.728849236026796,0.23372493006030148,246,True
1,0,88,rectangle,1,blue,5,1.1912854404842776,0.23959727596256208,106,-2,6,40,rectangle,1,blue,4,4.982994878234002,0.5541890736901616,48,True
-5,-3,78,circle,1,red,5,4.893291710745425,0.913387200323415,250,5,2,66,circle,0,red,4,6.824914789172701,0.1105422624433815,279,True
3,-2,61,rectangle,1,red,2,7.91670394306389,0.27543884179517986,28,-4,6,20,rectangle,0,blue,3,8.543425772332213,0.7901117932943578,261,False
2,0,83,circle,0,red,3,4.932310725790789,0.14242975208612096,283,-4,5,72,circle,0,yellow,2,6.559133476845359,0.35675386637340323,359,True
2,-2,25,rectangle,1,yellow,3,3.874315305116389,0.110443838589797,161,1,0,58,rectangle,1,blue,1,8.975669572035786,0.91634304586214,135,True
-4,-1,85,circle,1,blue,2,0.8148535284526082,0.4789459726606903,7,-2,1,66,rectangle,0,red,4,4.113157581576883,0.3082192790532575,263,True
2,-5,27,circle,1,green,4,9.237714323846525,0.6989844727684332,40,2,5,69,circle,0,green,4,1.801684651992359,0.141113669321288,159,True
-3,-6,67,rectangle,0,yellow,1,4.232691276698971,0.13910064983123893,249,-5,5,29,circle,1,yellow,4,2.9168276918115907,0.967529278758835,342,False
3,-4,28,rectangle,0,red,1,8.282032825508708,0.7542838313140157,297,1,6,38,circle,0,green,1,2.9707278647113555,0.01760406868694464,298,False
2,4,60,rectangle,1,green,5,5.216083278543767,0.6132191630665849,312,-3,4,85,rectangle,0,blue,3,9.91442596793721,0.6738070354402655,203,True
2,4,71,circle,1,blue,5,7.94243152103824,0.888974628805658,327,3,5,80,rectangle,0,yellow,4,0.26088650918825174,0.5759926475429078,73,True
-4,5,36,rectangle,1,yellow,5,4.183870958671325,0.8992816048301582,329,0,5,37,circle,1,yellow,3,1.2121931242608075,0.7877840489980658,93,True
-1,-2,58,circle,1,green,2,9.1391519566522,0.013263485967292765,280,-1,-1,10,rectangle,1,red,2,8.339283757992751,0.2981158895629058,107,True
3,5,59,circle,0,green,4,2.667385023295167,0.05893417746502139,8,2,-1,10,rectangle,1,yellow,4,9.835968218459655,0.8151718652303614,291,False
4,4,69,circle,1,red,1,6.867582222940781,0.9070209670195151,208,-3,4,11,circle,1,yellow,4,0.6625784262328904,0.17736938469795216,288,False
