x1,y1,size1,figure1,x2,y2,size2,figure2,collision
-3,-1,20,rectangle,0,-3,39,rectangle,True
1,1,85,rectangle,-5,4,26,rectangle,True
-3,-3,35,rectangle,-1,-4,84,circle,True
1,2,87,rectangle,-5,2,45,rectangle,True
-3,0,36,rectangle,-3,3,98,rectangle,True
-3,-5,19,circle,-2,2,50,rectangle,False
-5,-2,80,rectangle,-4,1,73,circle,True
1,4,10,rectangle,5,-5,22,rectangle,False
3,-4,64,circle,-3,-1,53,circle,True
1,3,22,rectangle,-1,5,65,circle,True
3,0,79,rectangle,4,-1,27,rectangle,True
4,-4,93,circle,-1,-5,63,circle,True
-4,0,99,rectangle,1,-1,21,circle,True
2,4,83,circle,-2,5,98,circle,True
3,4,98,rectangle,-2,3,20,rectangle,True
-4,-1,99,rectangle,0,0,86,rectangle,True
-5,-2,43,circle,0,-2,69,rectangle,True
2,-5,98,circle,-5,-5,45,rectangle,False
-3,6,95,circle,0,0,67,rectangle,False
5,3,40,circle,5,0,15,rectangle,True
5,3,71,circle,2,-3,44,rectangle,False
3,6,90,rectangle,-3,6,51,rectangle,True
0,-2,85,rectangle,5,0,41,circle,True
0,-4,16,circle,-2,6,82,circle,False
5,-4,59,circle,-5,-6,93,circle,True
-4,5,48,rectangle,-3,-6,96,rectangle,False
-1,3,20,rectangle,5,0,74,rectangle,True
-3,3,53,rectangle,1,-2,24,circle,False
5,-6,32,circle,-3,-4,75,circle,False
2,-4,65,circle,-5,3,75,circle,False
-2,-2,76,rectangle,-4,-1,64,circle,True
0,4,50,rectangle,-1,0,50,circle,True
1,-2,24,rectangle,-5,-4,96,rectangle,True
3,0,37,rectangle,-4,-1,19,rectangle,False
-5,3,76,rectangle,5,-4,43,circle,False
1,2,51,rectangle,2,-1,32,rectangle,True
-4,-2,87,circle,0,1,86,circle,True
0,1,22,circle,3,-4,54,rectangle,False
1,1,31,rectangle,1,0,42,circle,True
3,0,32,rectangle,3,-3,11,circle,True
5,-5,80,circle,-3,0,49,rectangle,False
-1,2,41,circle,-4,-2,53,circle,True
-2,5,28,circle,0,6,21,circle,False
-4,5,83,rectangle,-2,-4,42,circle,False
-1,-1,58,rectangle,1,-5,62,rectangle,True
3,-3,58,rectangle,-5,-6,67,circle,False
-5,0,38,rectangle,4,0,78,rectangle,False
-4,4,34,circle,1,-2,31,rectangle,False
-2,-6,75,circle,2,6,49,circle,True
2,-1,100,rectangle,5,6,67,circle,False
0,-5,43,circle,-4,4,12,circle,False
4,2,52,rectangle,-2,1,88,rectangle,True
4,1,90,circle,0,6,59,circle,True
-4,5,14,rectangle,4,-4,93,rectangle,False
5,-1,72,rectangle,-5,6,22,circle,False
4,5,16,circle,4,6,72,rectangle,True
0,3,32,circle,1,6,26,circle,True
0,-1,71,circle,1,-6,68,circle,True
1,-2,100,circle,-1,5,86,rectangle,False
4,-5,90,circle,-5,0,25,circle,False
-2,-5,23,circle,4,5,51,circle,True
-3,-6,70,rectangle,-4,-6,61,rectangle,True
0,1,20,circle,-1,-3,13,circle,True
-3,4,78,circle,2,5,87,circle,True
2,1,35,rectangle,-2,-6,75,circle,False
3,-1,46,rectangle,-5,-6,21,circle,False
1,1,41,rectangle,-1,-2,62,rectangle,True
1,-4,80,rectangle,2,-2,39,rectangle,True
5,3,41,rectangle,-4,1,14,circle,False
-1,4,37,rectangle,5,-3,88,circle,False
-3,-5,63,rectangle,-2,1,23,rectangle,True
0,-6,39,rectangle,4,0,97,circle,False
-4,1,78,circle,3,-2,96,circle,True
-1,-2,88,rectangle,-4,-4,70,rectangle,True
-3,3,31,circle,-2,-5,36,rectangle,False
-3,3,59,rectangle,4,-4,84,circle,False
-5,-6,37,rectangle,-5,2,10,circle,False
-2,-5,52,rectangle,0,2,63,circle,False
4,0,87,rectangle,3,-6,44,circle,False
5,-3,68,rectangle,-2,-3,92,rectangle,True
-5,6,38,rectangle,-4,-6,96,circle,False
-1,-6,17,rectangle,1,-4,66,circle,True
2,4,14,circle,0,6,44,circle,False
-5,-6,48,rectangle,4,-4,85,circle,False
4,6,36,rectangle,0,3,60,rectangle,True
-4,1,34,circle,-5,-3,92,circle,True
5,6,92,rectangle,2,-6,24,rectangle,False
5,5,23,rectangle,4,4,23,rectangle,True
4,3,49,circle,-2,2,37,circle,True
-4,-1,47,circle,2,6,35,rectangle,False
5,-2,88,rectangle,1,0,37,circle,True
-2,-1,64,circle,-5,3,91,rectangle,True
3,-2,52,rectangle,-4,1,48,rectangle,True
-5,-3,62,circle,0,6,47,rectangle,False
-5,-2,89,rectangle,0,5,92,circle,False
5,-3,29,rectangle,0,-6,17,rectangle,False
-3,5,99,circle,5,-6,66,circle,False
2,-4,41,rectangle,-4,6,61,circle,False
-2,2,99,rectangle,3,4,37,circle,True
0,3,23,rectangle,1,4,41,circle,True
-4,1,74,circle,4,-4,35,circle,False
-3,4,38,circle,2,2,78,rectangle,True
-5,-6,62,rectangle,3,-5,79,circle,False
1,5,94,circle,-3,5,57,rectangle,True
3,-5,21,rectangle,2,6,68,circle,False
-4,5,81,rectangle,0,4,61,circle,True
4,-6,97,rectangle,4,3,11,rectangle,False
-1,2,36,rectangle,-3,-1,17,rectangle,True
0,0,79,rectangle,4,2,12,rectangle,True
-2,5,75,rectangle,4,4,49,circle,False
-5,-3,82,rectangle,-2,-4,36,circle,True
3,3,77,rectangle,-4,-4,14,circle,False
2,0,84,circle,4,-1,97,circle,True
-1,5,85,rectangle,4,-6,45,rectangle,False
5,-6,87,circle,-2,3,92,rectangle,False
-1,-3,52,circle,5,-4,51,rectangle,False
4,-1,91,rectangle,-2,-1,70,rectangle,True
0,-4,76,circle,2,5,72,rectangle,False
3,5,38,circle,2,5,79,rectangle,True
2,-6,36,circle,4,1,38,rectangle,False
-3,-5,89,circle,-5,-6,84,rectangle,True
-4,-1,48,circle,1,1,28,rectangle,False
-3,-4,36,rectangle,-2,-2,87,circle,True
4,-2,95,rectangle,1,0,80,circle,True
1,-3,38,rectangle,-2,1,83,rectangle,True
-1,3,28,circle,0,-1,79,rectangle,True
5,6,71,rectangle,-5,3,40,circle,False
-4,-1,10,circle,-3,6,49,circle,False
2,-1,70,rectangle,-1,-2,47,circle,True
0,-1,60,rectangle,-5,4,64,rectangle,True
-2,-3,26,circle,-3,-3,33,circle,True
5,0,32,circle,-1,-1,50,circle,True
-1,-5,25,circle,5,-1,10,circle,False
-5,0,73,circle,3,4,73,rectangle,False
-2,2,65,rectangle,-5,-3,84,rectangle,True
5,0,65,circle,5,2,33,circle,True
0,1,29,circle,-3,-6,79,circle,True
-5,-6,36,rectangle,-5,2,20,rectangle,False
-5,2,38,rectangle,-5,5,87,circle,True
-3,-3,38,rectangle,-3,-4,63,rectangle,True
-3,5,21,circle,5,-4,36,rectangle,False
3,-2,28,rectangle,-3,3,13,circle,False
4,1,37,rectangle,-1,-2,14,circle,False
0,5,83,rectangle,-5,-2,23,rectangle,False
2,2,66,rectangle,2,1,95,circle,True
5,-4,15,rectangle,4,2,31,circle,False
1,5,41,rectangle,5,5,54,circle,True
5,6,23,circle,-5,-6,53,circle,True
-4,-6,32,circle,4,-4,92,circle,True
3,-6,12,rectangle,-1,0,69,circle,False
-4,-1,46,rectangle,0,-6,86,rectangle,True
-3,3,29,rectangle,-2,6,58,rectangle,True
3,-4,52,rectangle,4,-5,12,rectangle,True
-3,-3,11,circle,5,-4,26,rectangle,False
5,-1,72,rectangle,-2,1,64,circle,False
-1,-3,74,rectangle,1,4,85,circle,False
3,-2,82,circle,5,-3,15,rectangle,True
3,-3,94,rectangle,-2,2,16,rectangle,True
1,5,41,circle,4,1,50,rectangle,True
-1,-5,71,circle,-4,0,43,rectangle,False
-3,4,18,circle,0,0,79,circle,True
-2,-6,61,circle,5,-1,86,rectangle,False
-3,-2,13,rectangle,-2,-2,55,rectangle,True
-1,1,68,circle,1,0,22,circle,True
-1,-2,90,circle,1,5,66,circle,True
-5,-4,21,circle,3,2,95,circle,True
-1,-2,49,circle,-4,-6,38,rectangle,True
4,6,18,circle,5,-2,97,rectangle,False
-5,-1,58,rectangle,0,-1,28,rectangle,True
0,-4,97,rectangle,-3,4,55,rectangle,True
1,-5,96,rectangle,4,3,29,rectangle,False
2,3,17,rectangle,3,-3,58,rectangle,False
-2,-3,72,rectangle,4,5,34,rectangle,False
1,-2,84,circle,-1,-4,92,circle,True
5,-1,81,rectangle,-5,4,93,rectangle,False
4,2,47,rectangle,-2,1,73,circle,False
0,-6,54,circle,4,-1,63,circle,True
4,5,36,circle,-5,1,38,circle,True
5,-6,80,rectangle,-4,0,90,circle,False
-2,-5,68,circle,-2,2,24,rectangle,False
2,6,41,rectangle,4,6,21,rectangle,True
0,-2,46,circle,-2,6,66,circle,True
-3,1,93,circle,-2,4,92,circle,True
4,4,71,circle,-5,2,29,rectangle,False
2,1,41,circle,-1,3,100,circle,True
2,1,47,circle,2,0,92,circle,True
4,-6,56,rectangle,3,0,89,circle,False
4,-5,59,rectangle,2,1,23,rectangle,True
1,3,42,rectangle,-2,3,93,circle,True
-3,6,61,circle,-5,-5,99,rectangle,False
2,-2,98,rectangle,-2,-2,23,circle,True
-3,-2,34,circle,2,-6,71,circle,False
2,1,47,circle,0,-1,29,rectangle,True
-2,-5,84,rectangle,3,-2,86,rectangle,True
-3,-4,25,rectangle,5,5,89,circle,False
-3,-6,26,rectangle,2,3,62,rectangle,False
-5,-3,77,circle,0,0,33,circle,True
2,0,17,circle,2,0,27,rectangle,True
-2,5,28,rectangle,-1,5,50,circle,True
4,-4,63,circle,1,3,95,rectangle,False
-4,-5,90,rectangle,5,1,65,rectangle,False
1,-6,18,rectangle,-4,-2,21,rectangle,False
5,4,31,rectangle,4,5,21,rectangle,True
-5,-3,28,circle,-2,2,71,circle,True
-5,-6,72,circle,1,-4,67,rectangle,False
-3,-4,94,circle,-3,-4,88,circle,True
-5,-5,14,rectangle,5,1,18,circle,False
4,-2,26,circle,-3,-6,46,rectangle,False
1,0,79,rectangle,-3,-6,35,circle,False
2,-6,37,rectangle,1,-5,38,rectangle,True
2,5,37,circle,-4,2,30,rectangle,False
3,5,49,circle,-5,-4,24,circle,True
-3,-5,77,rectangle,-1,-2,38,circle,True
-4,-6,95,rectangle,3,-6,63,rectangle,True
1,3,31,rectangle,-1,1,73,circle,True
4,4,62,rectangle,5,4,26,circle,True
-1,-6,36,circle,-1,-1,23,circle,True
2,-2,97,rectangle,-1,-3,30,rectangle,True
-5,-3,93,circle,1,-5,100,circle,True
2,4,67,rectangle,-4,-1,94,rectangle,True
4,1,51,rectangle,-4,-1,54,circle,False
-3,2,42,circle,0,2,40,circle,True
4,6,15,rectangle,-2,2,18,circle,False
4,-5,46,circle,3,6,21,circle,False
-1,1,21,circle,-5,-4,88,circle,True
-2,-4,20,circle,2,5,99,rectangle,False
-2,0,71,circle,-5,5,19,circle,False
3,2,12,rectangle,4,5,22,circle,False
-4,0,86,rectangle,5,-2,11,circle,False
3,6,20,rectangle,1,0,40,rectangle,False
5,-2,76,rectangle,4,-5,11,rectangle,True
3,-1,96,rectangle,0,0,26,rectangle,True
-5,-2,56,rectangle,3,-1,64,rectangle,False
1,-2,37,rectangle,-4,-5,99,rectangle,True
5,-6,64,circle,-5,3,76,circle,False
-2,5,68,circle,4,-1,73,rectangle,False
4,0,42,rectangle,2,5,12,rectangle,False
5,-4,26,rectangle,-4,-2,13,rectangle,False
-3,6,69,rectangle,0,4,93,circle,True
-2,-3,31,circle,5,-2,95,rectangle,False
2,-4,15,circle,0,4,76,circle,False
0,-1,15,circle,-1,4,13,circle,False
1,-4,42,circle,-5,5,13,circle,False
-2,5,50,circle,4,4,35,rectangle,False
2,6,12,rectangle,5,0,65,circle,False
-1,0,24,rectangle,-3,-6,25,rectangle,False
5,2,63,circle,-3,1,33,rectangle,False
3,4,39,circle,-2,1,86,circle,True
-2,2,16,rectangle,3,-6,19,circle,False
1,-1,31,rectangle,5,-2,32,rectangle,True
0,2,41,rectangle,1,3,81,rectangle,True
-4,2,14,rectangle,-2,-4,59,rectangle,False
5,-6,97,rectangle,-4,1,27,circle,False
3,0,28,circle,4,4,18,circle,True
-2,-1,26,circle,0,-3,83,rectangle,True
-3,6,47,circle,-1,-2,34,circle,False
2,1,65,circle,-3,-4,18,circle,True
-5,-3,75,circle,0,4,88,rectangle,False
-1,-2,68,rectangle,-1,6,28,rectangle,False
0,4,27,circle,4,6,91,circle,True
-3,-4,76,circle,4,-2,98,rectangle,False
-4,-1,59,circle,4,4,46,circle,True
5,-3,16,rectangle,5,-5,62,circle,True
5,5,70,circle,1,-5,68,circle,True
-5,0,86,circle,-4,1,75,rectangle,True
3,-3,47,rectangle,0,-4,14,rectangle,True
1,2,25,rectangle,-5,-5,37,circle,False
5,4,61,circle,-3,2,34,rectangle,False
2,-5,79,circle,-3,-3,26,rectangle,False
0,4,30,circle,-2,3,13,circle,False
5,-5,51,circle,2,3,25,circle,False
-2,6,73,rectangle,2,-1,33,rectangle,True
-2,2,40,circle,4,4,97,rectangle,False
2,6,36,rectangle,1,-3,15,rectangle,False
5,3,72,circle,4,0,95,circle,True
5,-2,68,circle,2,0,48,rectangle,True
2,1,40,circle,-2,-4,82,rectangle,True
3,6,38,rectangle,-1,-5,47,circle,False
2,4,11,circle,1,-5,52,circle,False
5,4,78,rectangle,-3,2,96,rectangle,True
2,-6,14,rectangle,-4,-1,63,circle,False
-1,-5,76,rectangle,-3,-3,47,rectangle,True
-1,4,52,rectangle,-3,-6,87,circle,False
2,5,94,circle,3,-1,45,rectangle,False
3,2,88,rectangle,1,3,85,circle,True
-1,2,93,circle,1,5,47,circle,True
-4,6,70,rectangle,5,5,28,circle,False
3,-6,66,rectangle,-4,4,77,circle,False
-1,5,13,rectangle,3,-2,43,circle,False
-3,1,12,rectangle,3,5,94,rectangle,True
-4,1,63,rectangle,-3,-4,100,rectangle,True
-2,1,15,circle,1,2,35,circle,True
-2,5,63,circle,-3,0,41,circle,True
2,6,44,rectangle,2,-6,54,circle,False
-5,2,64,circle,-4,2,17,circle,False
-5,-4,23,circle,-4,0,23,circle,True
5,6,28,circle,-5,6,68,rectangle,False
2,5,26,circle,1,5,45,rectangle,True
0,4,95,rectangle,4,5,65,rectangle,True
0,0,68,circle,-4,6,49,circle,False
0,4,58,rectangle,-4,1,81,circle,True
0,-2,79,circle,5,-6,62,circle,False
-1,1,85,rectangle,5,-2,91,rectangle,True
2,-2,68,rectangle,1,1,64,circle,True
-2,1,24,rectangle,4,1,24,circle,False
-3,4,14,rectangle,-4,-2,85,circle,False
4,-1,73,rectangle,-4,-3,18,circle,False
-3,2,37,circle,-5,-3,18,rectangle,False
1,-4,66,circle,-5,1,82,circle,True
3,-5,85,rectangle,-4,6,29,circle,False
1,-5,91,circle,2,-1,34,circle,True
4,-4,23,rectangle,-3,-6,69,rectangle,False
1,0,70,circle,3,-3,43,rectangle,True
-4,1,51,rectangle,-5,-4,68,rectangle,True
4,-4,78,circle,1,0,24,rectangle,False
5,2,48,rectangle,-2,1,71,circle,False
1,4,99,rectangle,4,-6,18,circle,False
2,-1,100,circle,-2,-3,37,rectangle,True
-1,6,99,circle,-5,5,38,circle,False
-2,-5,22,circle,-2,5,61,circle,False
5,-3,20,circle,4,-4,49,circle,False
-4,3,88,circle,3,-1,27,rectangle,False
4,5,78,circle,-2,1,23,circle,True
-4,3,67,circle,-4,3,87,circle,False
-5,-6,82,rectangle,3,-1,57,rectangle,True
3,6,18,circle,-3,1,96,circle,True
2,-3,29,rectangle,3,3,59,circle,False
3,-2,49,rectangle,-1,3,94,rectangle,True
4,-4,59,rectangle,-1,3,70,circle,False
0,1,55,rectangle,-3,5,90,circle,True
1,-4,15,circle,0,5,20,circle,False
5,-4,49,rectangle,-3,1,57,rectangle,False
3,0,67,rectangle,-3,-1,23,rectangle,True
1,3,75,rectangle,1,5,93,circle,True
-3,-3,61,circle,-1,-3,35,circle,True
3,6,100,rectangle,1,1,56,rectangle,True
3,-5,17,circle,2,0,81,rectangle,True
-1,3,79,circle,2,6,16,rectangle,False
-1,-4,22,circle,3,-6,12,rectangle,False
-2,4,31,circle,0,-1,72,rectangle,True
0,-4,65,circle,3,1,16,rectangle,False
5,-3,30,circle,-2,-3,64,circle,False
4,-4,75,circle,-3,-2,91,circle,True
-5,3,29,rectangle,5,-4,79,circle,False
4,5,97,rectangle,2,5,83,rectangle,True
3,-2,87,rectangle,5,2,74,rectangle,True
-4,1,84,circle,-1,5,84,circle,True
-5,-1,23,rectangle,-3,-6,28,circle,False
4,3,72,circle,4,-4,70,circle,True
1,2,33,rectangle,-5,-2,48,rectangle,True
-4,-5,10,circle,-1,-2,63,rectangle,True
2,2,71,rectangle,5,-3,71,circle,True
2,6,97,rectangle,5,3,92,circle,True
-3,1,12,circle,1,1,35,rectangle,False
-2,-5,28,rectangle,5,-3,79,rectangle,True
5,3,33,rectangle,-2,-1,83,rectangle,True
-1,6,32,circle,2,-6,62,rectangle,False
1,6,31,circle,3,4,33,circle,True
-1,-1,23,circle,5,0,27,circle,True
4,-6,81,circle,-4,2,71,circle,False
-1,-5,44,circle,3,5,93,circle,True
-1,0,79,circle,4,-2,56,circle,True
5,-4,37,circle,-1,1,82,circle,False
1,-1,81,circle,5,-4,69,circle,True
5,-5,34,circle,1,-6,14,circle,False
1,0,42,rectangle,2,2,64,rectangle,True
