x1,y1,size1,figure1,is_active1,color1,priority1,speed1,opacity1,rotation1,x2,y2,size2,figure2,is_active2,color2,priority2,speed2,opacity2,rotation2,collision
5,6,21,rectangle,1,green,1,9.784815186423474,0.4273246439478193,79,-5,-4,84,rectangle,0,yellow,5,2.3573764056926203,0.6601498632311087,165,False
4,5,44,rectangle,1,blue,3,2.7166565958342903,0.15491548011550338,237,-2,0,96,rectangle,0,red,4,8.356234999927945,0.4078074893831798,47,True
4,-1,80,rectangle,0,green,4,4.020562658330161,0.484499689746275,41,2,1,21,circle,0,blue,4,7.708421353558404,0.3614932492109133,122,True
5,-3,39,rectangle,1,red,3,8.143875489832439,0.32979843221248195,7,4,-3,96,circle,0,blue,1,6.174552008287046,0.5879146798859034,233,True
3,-6,19,rectangle,1,red,3,7.145774823426867,0.9089148351049021,122,-1,5,63,circle,0,red,2,8.478246912780422,0.20502864295792778,213,False
-4,1,88,rectangle,1,green,2,3.279465066224522,0.6134065587637941,290,3,5,71,circle,0,red,3,4.5268538579142215,0.20530235530653074,180,False
2,0,31,rectangle,0,yellow,1,2.8353882961625567,0.028268639505862447,10,2,-4,79,rectangle,1,yellow,1,2.4052255386601153,0.4389429670178365,12,True
-4,-1,70,rectangle,1,green,1,7.29408428985635,0.44480095444766043,291,5,3,34,rectangle,0,red,3,1.5120587228024474,0.2704388583571202,73,False
0,-6,24,rectangle,1,green,4,9.684653009118863,0.5190029636703297,305,5,4,73,rectangle,1,red,3,6.014803983841768,0.9276710089950744,341,False
5,6,33,circle,1,red,4,1.5742635373437364,0.13493160120715886,175,-1,2,63,circle,0,blue,2,7.492438353538557,0.371171057300674,317,True
-1,2,25,rectangle,0,yellow,5,9.681260628203304,0.3090458887497962,86,-3,-2,18,rectangle,0,blue,1,8.917230405582435,0.9146608498868208,22,True
5,3,64,circle,1,blue,4,7.226319855266218,0.43114050551747873,74,2,-2,30,rectangle,0,yellow,1,1.6700779328471138,0.5554546977224853,304,False
-1,0,13,rectangle,0,blue,1,4.125328579723706,0.3191745840359227,331,-2,-4,74,circle,0,blue,3,8.163825392994436,0.8591866795836974,252,False
-1,-1,16,rectangle,0,yellow,2,7.674947734956534,0.1754953872920627,93,-5,-5,17,circle,1,yellow,5,4.551542334377078,0.5970999300028267,193,False
-4,-1,63,circle,1,red,2,7.0310745797361776,0.9377013849092752,143,2,6,47,circle,0,green,1,8.206691080984037,0.3059580890971535,38,True
0,0,27,rectangle,0,red,2,6.409527783828254,0.6111729146947207,152,-1,-2,40,rectangle,1,blue,3,6.141402510260043,0.23411464265240267,83,True
4,6,38,rectangle,1,green,3,5.476596467620906,0.2729722924395923,39,-3,-4,90,rectangle,1,blue,2,4.45247142082898,0.737977361571583,127,False
-3,6,90,rectangle,0,blue,1,8.130923141393009,0.490085661741241,133,5,4,84,rectangle,0,green,3,4.149984462316495,0.6369771104739104,184,True
-4,-6,18,circle,1,yellow,5,2.2011999204855504,0.4088122161813297,359,5,-3,83,rectangle,1,yellow,2,7.865710152399101,0.4116971676247968,117,False
1,5,36,circle,1,yellow,5,9.757751688129035,0.8440194847924123,67,-3,-1,47,circle,0,green,4,2.8376795564559263,0.996650463053595,233,True
1,0,45,rectangle,0,green,1,1.932608827423069,0.43856279638506623,173,0,-2,87,rectangle,0,yellow,4,7.268298586871175,0.32135462789193203,125,True
4,4,95,circle,1,green,4,3.8679092907914248,0.6520391993673003,21,1,-2,98,circle,0,red,3,5.0152877403931075,0.2307491321927979,160,True
2,5,84,circle,1,red,2,3.348893841499938,0.28368664101793717,358,4,1,50,circle,1,red,1,8.325746580158748,0.31043411684621325,102,True
4,1,98,rectangle,0,green,5,4.091551247365559,0.07461919666557315,359,0,3,58,rectangle,1,yellow,4,8.291770924996895,0.7515758132376079,25,True
-2,-5,79,circle,1,blue,5,7.378448499154491,0.5495204651466808,317,-5,-2,27,circle,0,green,4,1.134656759562972,0.47579788700349945,31,True
3,-3,84,circle,1,red,4,0.5372829538990032,0.868577554409091,234,3,-2,31,circle,1,red,4,8.397358725153904,0.23177020116651903,115,True
1,2,84,rectangle,1,yellow,4,0.6384512031954392,0.13086771968632172,126,5,-6,92,circle,1,red,2,5.01229376371991,0.9567410773264899,308,False
-2,5,23,rectangle,1,green,5,3.7217991367576317,0.29587450146315675,53,-3,-5,85,rectangle,0,blue,4,9.419782429023568,0.2820609077023609,213,False
-5,-6,88,rectangle,1,yellow,3,4.088293216825905,0.02116857843355946,219,1,-3,24,rectangle,1,yellow,5,6.559674937927614,0.5054389772357626,143,True
5,1,24,rectangle,0,green,5,5.570556714932945,0.6493503848358622,283,-4,-3,55,rectangle,1,yellow,5,9.018238473250404,0.3428981473853099,311,False
2,-5,70,circle,0,red,4,5.737366972803373,0.00872903811676029,214,2,6,60,circle,0,yellow,1,5.0607377149053505,0.6814903167578614,22,True
-2,3,90,circle,0,blue,2,1.210357843804457,0.8644052569653479,109,5,-3,93,circle,1,yellow,4,9.19887352117971,0.8290718368694473,145,True
-5,-2,80,circle,0,red,5,5.893488618346306,0.22103069011398668,240,-2,-4,57,rectangle,0,red,1,0.7737496917130315,0.659906513810502,286,True
5,4,25,circle,0,blue,4,8.176910030650358,0.24329816230387225,165,-3,0,73,circle,0,green,5,8.344381151261464,0.6771738200663369,138,True
-3,-2,43,circle,1,green,2,3.5825922055228654,0.11174063143706636,312,-2,-2,36,rectangle,1,red,5,7.643635628125742,0.5031508334197614,160,True
5,-5,68,circle,1,green,1,5.154881944706085,0.0628302966309654,14,2,4,36,rectangle,0,blue,4,4.151089782982766,0.6500780158843654,301,False
2,-2,52,circle,0,blue,5,1.7227009147589234,0.824458155134566,315,-2,5,72,rectangle,0,red,2,1.5429980486740125,0.9927430898079029,10,False
5,3,37,circle,0,yellow,4,3.7218814764638566,0.5726494433986242,105,-2,2,61,circle,0,yellow,4,4.368920751722463,0.34041442471503147,151,True
4,-1,44,rectangle,0,blue,2,7.197177493766228,0.7244143287633541,327,4,-4,26,circle,0,red,1,7.223889352524882,0.8838590218689012,275,True
2,-4,96,circle,0,red,2,6.369664172675632,0.5926293932962504,194,-5,-5,39,circle,0,blue,1,8.399136484672255,0.8452524082265002,176,True
5,-6,44,rectangle,1,red,3,6.770077040249173,0.134846012731744,59,-1,-3,66,circle,1,yellow,3,4.1960704606771575,0.18903123468524596,124,False
0,-5,67,circle,0,yellow,3,0.11363789510144717,0.14757075163784505,260,5,-6,67,rectangle,0,blue,3,3.99468039187182,0.6410078937676271,257,True
0,4,21,circle,1,green,5,6.558016905655453,0.770705018135585,218,-5,-3,63,rectangle,1,green,4,6.500210073268114,0.23922131718231243,151,False
2,-4,32,circle,0,blue,5,8.793131314399641,0.636526890158581,166,1,-2,24,circle,0,blue,1,5.582298372308658,0.24679993020544977,134,False
1,5,94,rectangle,1,blue,2,4.85887366315759,0.9795305673576925,197,-3,0,43,circle,1,red,2,3.9453878655873265,0.3147913853672283,319,True
3,2,29,circle,0,red,1,1.7835734653417057,0.16475884051910294,148,-2,-6,55,circle,1,red,1,9.20597632221809,0.27006789086149896,252,True
0,-4,96,circle,1,blue,4,9.985574312740674,0.07922498559494506,194,4,-2,95,rectangle,0,blue,4,0.4157365476855468,0.27468365308636045,320,True
-2,-6,24,circle,0,red,2,2.917516673263739,0.9581887947003196,194,-5,4,33,rectangle,0,yellow,2,9.58511160645681,0.2590604547169175,40,False
-4,-4,81,circle,0,red,5,8.846585650127505,0.36250293090095975,232,1,4,75,circle,0,blue,3,3.6102203659102727,0.28383799643824514,1,True
-2,6,61,rectangle,1,yellow,1,7.800561324990488,0.9073176385243739,61,1,-6,77,circle,0,blue,2,3.6213507507715157,0.8427178872853937,163,False
-5,3,68,rectangle,1,yellow,4,0.8285366454022414,0.09529945316460375,42,-2,0,45,circle,0,red,2,2.9804884254894004,0.25901025318816195,76,True
-4,-2,36,rectangle,0,yellow,5,2.605064081494973,0.7396026151798225,61,-3,-1,34,rectangle,1,yellow,5,6.2853430516019255,0.008696535835528874,119,True
-5,4,30,rectangle,1,red,4,5.353872307142202,0.2576789466320456,116,-1,5,77,rectangle,1,green,1,7.218165334027548,0.47593472265112935,232,True
-5,2,92,circle,1,blue,2,2.417018159297534,0.23448427683582485,5,3,-4,24,rectangle,0,green,4,5.716308252384352,0.5651572336908253,232,False
-2,2,39,circle,1,green,5,4.581088541652583,0.20988408542053916,271,-2,-5,37,circle,1,yellow,5,5.705181822875832,0.23005009796856057,266,True
-4,5,53,circle,1,red,1,1.1338641104918878,0.6581259550611835,33,-4,3,41,circle,1,green,4,1.9111726428000508,0.9480062368803551,225,False
1,0,20,circle,1,green,3,3.1318312873988727,0.9771107781792004,138,-3,6,85,rectangle,1,green,3,9.154546032546534,0.14506823631172827,59,False
2,4,49,circle,0,red,4,9.91612317053863,0.30376374996528255,342,5,-4,10,circle,0,yellow,3,4.7781496878542935,0.9412445204457949,181,False
0,4,74,rectangle,0,green,4,2.6774468151769213,0.692626687999962,328,-5,-1,20,circle,1,red,5,6.946811130437991,0.9087608088702627,8,False
-1,-1,82,rectangle,1,red,1,2.6984502931750907,0.22253289840981094,145,-2,5,75,circle,0,red,4,2.77221710193716,0.2588994289178703,351,False
2,-1,94,circle,1,green,4,5.872148106800221,0.2872972242954438,123,2,4,72,rectangle,1,green,4,9.119697791981999,0.36967053091488056,343,True
-1,-3,43,circle,0,blue,1,6.811580081470041,0.4294773059624519,81,-3,5,23,rectangle,1,red,3,4.983450906177662,0.16015828319869685,283,False
-5,3,91,circle,1,yellow,2,4.007401811221677,0.30631802650226003,182,0,-5,48,circle,0,yellow,3,0.398268396183441,0.4772302248405197,123,False
-4,-3,43,circle,0,yellow,3,7.481026750654034,0.8451429216676599,314,1,1,100,rectangle,1,blue,3,2.8992467542457123,0.801851891643654,77,True
-4,-4,57,circle,0,red,4,2.10575110087588,0.5432643005209481,18,3,0,38,rectangle,1,blue,3,0.7034488290614638,0.8655550246678757,287,False
-4,6,59,circle,0,red,2,1.6841557682394503,0.6976784783216566,244,-5,-4,67,rectangle,0,red,5,3.9030341635615953,0.45239800796312557,84,False
-2,5,25,circle,0,red,3,8.374588183356488,0.594854537676277,32,-4,-6,33,rectangle,0,yellow,5,1.2254355055161803,0.24143036421751318,258,False
-5,2,78,circle,1,red,5,4.850434913814593,0.44579157905548994,36,-5,-6,71,rectangle,1,yellow,2,4.137515995781705,0.9882876702983099,42,False
-3,-4,99,circle,0,blue,3,4.546947243519908,0.72933514212773,255,-4,6,66,circle,1,blue,4,0.008126977729151497,0.14982952960023688,175,True
-3,-6,48,circle,1,green,1,5.865012169567634,0.1698366998191495,264,3,1,17,rectangle,0,green,5,3.237020799301902,0.7644261721159225,208,False
-1,5,98,circle,0,green,5,7.804378032390829,0.5693850884776219,161,-3,6,13,rectangle,1,blue,1,4.345651446543268,0.33844113162166356,249,True
3,0,77,rectangle,0,yellow,5,7.795812503421354,0.13645542794602916,95,0,5,67,rectangle,1,yellow,3,6.600687170747122,0.22340117732591924,204,True
1,5,82,rectangle,0,red,3,3.2833065185730694,0.8715528322158905,178,0,6,61,circle,0,blue,3,1.7448278818405694,0.5732342797775926,208,True
-2,-3,71,rectangle,1,green,4,3.50988596891776,0.15138634682489116,222,-5,-4,24,circle,0,yellow,1,6.208932161069298,0.8654991184947008,211,True
-1,6,19,circle,0,green,5,9.639146878992296,0.9150050409447839,99,1,5,54,circle,0,red,3,1.937826569603709,0.7180048505096523,49,False
5,2,23,circle,0,blue,2,9.029089280689767,0.00863969996515157,142,-1,-2,13,rectangle,0,green,1,3.06084828649114,0.5539113451224834,180,False
5,3,31,rectangle,0,yellow,1,8.60016133549575,0.18932733260327184,211,2,4,29,rectangle,1,yellow,4,4.872710781944702,0.46415510768491064,262,True
-5,-6,36,circle,1,green,1,6.396463852637294,0.5085470247652529,137,3,-4,50,circle,0,green,4,7.409381817398923,0.8349413435103892,283,True
1,-6,28,rectangle,1,green,3,5.821462057138395,0.10610797276435502,343,-5,5,59,circle,0,blue,2,2.001693403291024,0.443393747748415,184,False
-5,3,89,circle,0,yellow,5,5.279035108829823,0.6809220923675223,349,5,-4,62,rectangle,1,yellow,4,7.806077546030716,0.08895921767751347,229,False
-5,-5,28,rectangle,1,blue,3,7.390694565950751,0.4556772935825627,120,-5,3,34,circle,1,yellow,5,8.037898986763857,0.37666391640412467,131,False
-5,0,69,rectangle,1,yellow,3,8.175059921823765,0.8195915506220335,190,0,-1,39,rectangle,1,red,2,6.6321674083059525,0.16695328093544692,228,True
-1,2,38,circle,1,blue,2,1.5424143554172132,0.6197364768034344,304,-2,0,67,circle,1,yellow,5,9.980900650302658,0.9455415688454895,320,True
-3,-1,98,rectangle,1,green,1,1.4022589254216555,0.7230351618910631,163,2,-2,81,circle,0,yellow,3,5.969297999348024,0.19610119638313128,244,True
3,4,31,rectangle,1,yellow,2,2.1588041039988015,0.8951773193748356,340,-4,5,41,circle,1,green,1,8.369347563373912,0.47577695477576143,1,False
-4,4,74,rectangle,0,yellow,4,3.886695346643779,0.4036606291690522,11,0,-1,44,rectangle,0,blue,3,0.5123530539314891,0.8322340813327195,319,True
-2,-6,61,circle,1,red,3,0.45926314184136396,0.6078636923122145,175,-2,1,19,circle,0,green,3,8.202703462811979,0.3069216857043181,90,True
-5,-1,83,circle,1,green,5,9.50043108581282,0.014749437268875565,305,4,-6,49,rectangle,0,yellow,2,5.56852890414222,0.36163024368456653,40,False
-4,-5,23,circle,0,blue,1,0.78223648057416,0.7840243036880897,181,0,-4,61,rectangle,0,green,4,8.827317076934834,0.7687322150681828,238,True
-3,4,17,rectangle,0,blue,1,7.123395233345643,0.5071735331221288,164,5,-1,49,circle,1,yellow,3,0.7358882408253764,0.979920998101009,238,False
-4,-4,93,circle,0,yellow,3,0.07907074817489423,0.0889987482567125,63,-2,-4,27,circle,1,red,4,2.943558487289594,0.7375929368857866,128,True
4,1,72,rectangle,0,blue,4,4.620348184294202,0.7125003062230341,259,2,-2,73,rectangle,0,red,5,2.501325311242776,0.710523686093328,324,True
1,2,43,rectangle,0,blue,2,4.924245372212987,0.8724629128885734,106,3,-5,78,circle,1,green,2,4.982770118448036,0.6990854474080166,72,False
4,-6,27,circle,0,blue,5,8.750158931129903,0.8945766658822959,228,1,1,64,circle,1,green,5,6.676398420404067,0.08011909668206874,37,False
3,-5,63,circle,1,red,4,2.7655861280077634,0.40241922538166497,78,1,2,48,rectangle,1,yellow,2,5.577231715664034,0.14630078432132954,224,False
-3,2,24,circle,0,green,4,8.879633232546858,0.05891877551285696,241,2,-2,22,circle,0,red,3,6.744075238404231,0.8801890607702761,169,False
-5,4,96,rectangle,0,red,2,5.530031730151407,0.6299867069635027,10,1,-2,69,circle,0,blue,4,2.6103778900466015,0.2522340286662471,67,False
4,2,79,circle,1,yellow,1,7.355064118599301,0.36295326793194504,359,0,-4,40,rectangle,0,green,2,4.684175272736181,0.7383373136898629,87,False
-3,2,86,circle,0,blue,3,3.8484498620127283,0.20151530382380478,20,-1,-2,66,rectangle,0,yellow,3,6.081845921446836,0.5787368343746567,24,True
1,-2,33,circle,0,green,4,0.6872386410342879,0.5411960965793574,207,2,-1,44,circle,0,green,1,4.95005637718412,0.01487724342766883,232,True
-4,1,88,rectangle,0,red,2,3.096003598032463,0.42800312908279425,272,0,2,71,circle,1,yellow,2,9.310348609134563,0.6898671836754912,180,True
-4,-2,38,rectangle,1,red,5,1.6497335752119269,0.11820433106361605,10,1,-5,44,circle,1,yellow,4,1.0631083663256757,0.38178736120163914,141,False
-5,-6,24,circle,1,yellow,2,2.759064611819433,0.5566479504468479,235,-4,-5,62,rectangle,0,green,3,1.6668056516253604,0.8779407863134102,300,True
2,3,44,rectangle,1,yellow,2,2.954027551323067,0.784677131144394,298,0,4,60,circle,0,red,5,6.975204025469922,0.971328202655936,46,True
-3,-6,26,circle,1,red,5,5.948890829395674,0.02338718740448409,134,-2,4,83,rectangle,0,yellow,5,9.857512897947402,0.2829651868282862,63,False
-4,6,28,rectangle,1,yellow,2,7.956036125909014,0.9524745033995498,196,2,-1,31,rectangle,1,red,4,5.7639387903818555,0.784050340333466,109,False
4,2,97,rectangle,0,green,5,9.414510153696034,0.19726723254069345,347,0,6,77,rectangle,1,green,4,8.055250037238611,0.08565221443970783,348,True
1,0,60,rectangle,1,yellow,3,6.225392186281411,0.921827592488951,171,2,1,29,rectangle,0,yellow,3,9.033727576979636,0.1679833603825508,174,True
-1,-5,72,rectangle,1,red,1,2.1489121253445385,0.4974410165144637,174,2,6,98,rectangle,1,green,1,6.3025943224807275,0.986348801994412,142,False
5,1,15,circle,0,yellow,1,2.0214668791576953,0.6384263739800732,127,5,-4,26,circle,1,red,4,2.857593197093,0.6635385473991982,210,False
-4,-4,16,rectangle,1,red,2,0.15064947674628404,0.38452101912585535,234,0,-3,53,circle,1,yellow,1,3.3908973444468526,0.5104551057620363,58,False
1,2,55,rectangle,0,red,2,2.5223924339784274,0.9577941987784121,206,-2,-1,45,circle,1,yellow,2,0.6701526916263012,0.2628510342350334,50,True
-2,3,28,circle,1,blue,1,4.026660344894083,0.3415199173370861,92,-5,1,84,circle,1,red,3,1.4717485582406375,0.6501668430355205,274,True
-3,-5,98,circle,0,yellow,3,6.068380045674779,0.5438874048808173,63,1,6,32,rectangle,1,red,3,0.16632621885963816,0.4079319664310489,201,False
4,-6,86,circle,1,blue,3,9.459369964319933,0.9896640003468867,248,-1,3,18,rectangle,1,red,1,8.428303315973778,0.22066592003657348,110,False
-2,5,29,rectangle,1,red,1,7.757861551348438,0.07374347119234059,88,-5,-3,54,circle,1,red,2,9.196313740139578,0.3688990250141956,354,False
-4,1,75,circle,1,blue,4,5.444640175472763,0.8218951950893356,68,-2,-2,64,rectangle,0,green,3,1.0206145418994483,0.960604378492868,348,True
2,2,97,circle,1,red,2,8.510592249709036,0.7698193733890087,290,0,-1,37,circle,0,green,1,3.0578765589321035,0.5696002054317718,313,True
-4,1,12,circle,0,green,5,5.643675120548686,0.27368769525594827,337,3,5,47,circle,1,blue,3,8.945571857500862,0.7335381975810017,91,True
2,-4,57,circle,0,green,5,6.476751538281571,0.8572534483205325,95,-4,-2,55,circle,0,red,5,5.08990164415922,0.423841911200207,27,True
4,5,68,circle,0,blue,2,9.451598709691229,0.8072091958479043,88,-3,1,69,rectangle,0,red,5,7.929934496440585,0.019119739721699225,322,False
-2,5,98,rectangle,0,yellow,1,8.343776097741207,0.44555029744885444,232,-1,2,13,rectangle,1,blue,1,8.456775973413219,0.6768478031603666,120,True
-2,1,67,rectangle,1,red,1,4.075032705798547,0.9907447578602138,243,0,0,61,rectangle,1,red,2,9.084484713610772,0.6171913532810667,8,True
0,-4,54,rectangle,1,blue,5,1.7063219393903417,0.6126112800420456,252,1,-1,82,circle,0,blue,5,9.354124218463681,0.42943282904637536,21,True
1,0,55,rectangle,0,yellow,2,6.3048015259076395,0.6810025658383698,198,3,-4,79,rectangle,0,yellow,4,3.19629939347412,0.42485081358025123,13,True
-2,6,79,rectangle,1,green,5,7.2017599250625715,0.6947975406294601,321,-3,5,26,rectangle,1,green,5,7.079900962284515,0.024214189787079454,33,True
-1,6,35,circle,1,blue,1,5.067687701426066,0.3167281298571418,165,-3,0,11,circle,0,blue,4,7.302377801957752,0.7483780883136142,331,False
2,6,28,rectangle,1,blue,5,3.3837976154692795,0.3782013989919222,116,-4,0,16,rectangle,0,yellow,4,2.271185873525604,0.2711372815887364,54,False
0,-6,17,circle,1,blue,1,2.834987044466011,0.9071288699713865,54,1,-1,93,rectangle,0,yellow,2,8.86455572032727,0.6495186386747879,62,True
-4,5,16,circle,1,red,3,2.7774248303564173,0.10446292190482365,219,-1,6,78,circle,0,red,3,4.160872647940543,0.246987959743717,33,False
-4,-1,89,circle,1,green,3,4.045827184971452,0.8573040394287,306,-1,-4,82,circle,0,red,3,0.1899270410109677,0.9589316337533681,351,True
-3,3,98,circle,1,yellow,1,7.8910129472725785,0.13755474612496243,166,3,3,90,rectangle,1,red,3,2.395336186188003,0.35501495763376434,59,True
3,-3,12,rectangle,0,blue,1,8.045917939964681,0.5063555566574081,13,4,1,26,circle,1,red,5,7.898319835127941,0.16613055678705657,260,False
4,-2,42,rectangle,0,red,4,7.085084913618079,0.31531907137265647,131,1,5,75,rectangle,1,red,5,7.190948611582789,0.042997932943356076,23,True
1,-5,78,rectangle,0,blue,2,8.868397051209925,0.34570621487928743,357,3,0,51,rectangle,1,red,4,9.82648468395246,0.4415145590341829,217,True
5,-3,11,rectangle,0,green,2,9.81941053208047,0.24490514750223358,137,-1,-2,37,rectangle,0,red,1,5.480236238087679,0.900038149581269,218,False
0,-2,77,rectangle,1,yellow,2,8.43698722233044,0.3698990220880516,234,-4,-6,95,rectangle,0,yellow,2,1.5967404133170682,0.47716402340553266,222,True
4,6,33,circle,1,blue,3,8.120688771667659,0.3005513537232263,290,4,-5,16,circle,1,green,2,2.218033895165914,0.14570411169593134,322,False
2,-3,49,rectangle,0,red,4,1.0330401824462587,0.5858063427657462,23,-5,-5,47,rectangle,1,blue,3,9.590928226561457,0.5031456429796145,95,False
