x1,y1,size1,figure1,is_active1,color1,priority1,x2,y2,size2,figure2,is_active2,color2,priority2,collision
-5,-2,63,rectangle,1,blue,2,4,-6,69,circle,1,blue,5,False
-5,1,75,rectangle,1,green,4,2,-4,14,circle,1,blue,4,False
-2,2,98,circle,0,green,1,1,-4,61,rectangle,1,red,2,False
-4,2,70,rectangle,1,blue,3,5,6,31,circle,0,red,2,False
0,-3,81,circle,0,red,5,1,-6,75,circle,1,blue,4,True
2,-6,97,rectangle,1,green,3,-1,4,56,circle,1,red,3,False
-4,4,34,rectangle,1,red,1,-3,-2,84,rectangle,0,blue,1,True
2,6,79,rectangle,1,green,5,2,6,88,circle,0,yellow,4,True
2,0,18,rectangle,1,blue,5,2,3,68,rectangle,0,blue,4,True
-4,3,56,circle,1,blue,3,2,0,59,circle,0,yellow,3,True
-4,6,86,circle,1,yellow,3,-1,2,23,circle,0,green,2,False
4,4,90,circle,0,green,5,3,-4,68,rectangle,0,blue,2,False
-1,5,42,rectangle,1,green,5,5,-4,26,circle,0,green,1,False
-4,2,18,circle,1,red,2,-3,1,64,circle,0,yellow,3,False
3,6,33,circle,0,yellow,1,5,-1,21,circle,0,red,5,False
-1,4,38,rectangle,1,yellow,5,2,-6,21,circle,0,red,4,False
4,4,53,circle,1,green,5,4,-5,20,rectangle,1,green,2,False
3,4,32,circle,1,blue,3,-5,-6,11,rectangle,0,red,4,False
5,3,73,circle,1,green,4,0,-4,18,circle,1,red,1,True
5,-6,33,rectangle,0,green,4,3,-5,87,circle,1,blue,3,True
5,-4,79,rectangle,0,green,2,-2,5,87,rectangle,0,red,1,True
-4,-2,60,circle,0,red,2,5,1,95,circle,1,green,1,True
-3,1,72,circle,0,yellow,2,-3,3,51,rectangle,0,yellow,4,True
-5,1,19,rectangle,1,blue,2,-5,-1,12,circle,1,yellow,3,True
-1,4,29,rectangle,0,blue,1,2,-6,78,circle,0,blue,4,False
-3,-4,51,circle,1,green,5,0,-5,43,rectangle,1,yellow,5,True
-1,4,31,rectangle,0,red,2,2,-5,40,rectangle,0,green,5,False
-4,5,15,circle,0,red,3,-1,-6,22,circle,1,red,2,False
3,4,20,circle,1,blue,1,-4,-1,50,circle,0,yellow,1,True
-4,-2,78,circle,0,yellow,5,0,4,76,circle,0,blue,3,True
-1,-6,78,circle,1,green,1,-1,-3,40,circle,0,green,2,True
5,-3,18,rectangle,1,blue,3,-3,2,77,circle,0,blue,4,False
4,-4,57,circle,0,green,2,4,-1,42,circle,1,red,2,False
-2,-5,14,rectangle,1,blue,1,0,6,74,circle,0,red,1,False
-3,3,100,circle,0,green,1,-5,-6,48,circle,0,blue,1,True
1,-4,74,rectangle,0,blue,1,0,-2,49,rectangle,1,green,3,True
2,0,71,rectangle,1,green,5,1,-6,28,circle,1,yellow,5,False
-4,2,93,circle,1,yellow,1,1,-4,92,circle,0,green,4,True
-5,2,78,circle,1,green,5,-5,-4,92,rectangle,0,green,2,True
5,-1,96,rectangle,1,green,1,-3,5,40,rectangle,1,green,3,True
-5,2,25,circle,0,blue,5,5,2,23,rectangle,1,blue,1,False
-4,-5,71,rectangle,1,red,2,5,6,34,rectangle,0,green,5,False
3,3,42,rectangle,1,red,2,0,3,30,circle,1,blue,1,True
-1,3,44,circle,0,yellow,1,-4,-3,16,circle,1,green,3,True
0,6,98,rectangle,1,green,3,3,-5,36,circle,1,yellow,5,False
-4,-5,30,rectangle,1,yellow,4,4,2,76,circle,1,yellow,4,False
1,2,45,circle,1,green,2,1,1,51,circle,0,red,3,True
-3,-1,20,rectangle,0,green,1,0,-6,18,circle,1,green,3,False
-3,-2,40,rectangle,1,red,3,4,0,16,circle,0,green,4,False
-5,-6,29,circle,0,red,2,-4,-1,91,rectangle,1,green,4,True
-2,-3,55,circle,1,yellow,4,-2,1,24,circle,1,blue,5,True
-3,3,18,rectangle,1,yellow,5,2,-1,51,circle,0,red,2,False
1,-6,31,rectangle,1,blue,5,-1,-4,89,circle,1,yellow,1,True
-3,-3,26,circle,0,yellow,5,1,5,93,circle,0,yellow,3,True
5,3,77,circle,1,yellow,3,2,1,12,circle,0,yellow,4,True
1,1,16,circle,0,yellow,1,-1,-5,32,rectangle,1,yellow,1,False
-3,-5,69,rectangle,0,blue,5,-3,5,55,circle,0,blue,5,False
5,2,28,rectangle,0,yellow,2,3,-6,95,rectangle,1,yellow,1,False
-5,4,55,circle,1,red,4,3,2,92,rectangle,0,yellow,1,False
1,1,55,circle,0,blue,2,2,1,90,circle,1,green,4,True
-1,-2,79,rectangle,0,green,3,-5,-6,35,circle,0,blue,4,True
-4,4,65,circle,1,yellow,3,5,-2,24,circle,1,green,4,False
-4,-1,42,rectangle,0,yellow,4,2,6,93,rectangle,0,yellow,3,True
1,-4,90,rectangle,1,red,2,-4,0,66,rectangle,1,green,3,True
1,-5,72,rectangle,0,blue,4,-2,-1,46,circle,1,green,4,True
-3,5,42,circle,1,red,1,-4,6,94,rectangle,0,red,2,True
4,-1,27,circle,0,blue,1,4,6,77,rectangle,0,red,3,False
-4,4,35,rectangle,1,yellow,5,5,2,43,rectangle,0,yellow,1,False
4,2,82,circle,1,blue,5,-1,-3,28,rectangle,0,yellow,2,False
-3,-3,49,circle,0,red,4,-5,5,62,rectangle,0,yellow,4,False
4,6,20,rectangle,0,yellow,2,2,-1,51,rectangle,0,green,1,False
-2,-1,78,rectangle,0,green,1,4,2,81,rectangle,1,yellow,1,True
-2,0,82,rectangle,0,yellow,5,3,5,39,rectangle,0,red,4,True
1,4,72,rectangle,0,yellow,3,0,0,62,circle,0,green,1,True
2,3,82,circle,0,red,5,4,5,60,circle,1,blue,5,True
3,0,70,rectangle,1,yellow,5,-5,-3,29,circle,1,red,2,False
3,1,44,rectangle,0,red,1,-1,-3,91,circle,0,yellow,1,True
4,-3,72,rectangle,0,green,1,3,-3,30,circle,0,red,1,True
3,4,100,rectangle,0,yellow,1,-4,4,54,circle,0,yellow,3,False
1,-6,29,circle,0,blue,4,-1,-2,95,rectangle,0,blue,1,True
3,-5,83,rectangle,0,blue,3,-3,-2,50,rectangle,1,green,4,True
3,-3,94,rectangle,0,yellow,5,3,-4,35,rectangle,0,green,4,True
-4,4,58,circle,1,green,3,3,3,19,circle,0,red,1,False
-1,2,78,rectangle,0,green,1,1,3,98,circle,1,green,5,True
-5,1,81,rectangle,0,yellow,5,-2,3,50,circle,0,red,2,True
1,-3,38,rectangle,1,red,3,1,6,54,circle,0,yellow,3,False
-3,-6,45,rectangle,0,yellow,4,3,6,91,rectangle,0,yellow,2,False
-1,3,45,circle,1,green,3,-4,-3,53,circle,0,red,5,True
-2,6,70,circle,0,yellow,2,-4,2,65,circle,0,blue,4,False
2,-5,76,rectangle,0,red,4,0,-6,17,rectangle,1,red,4,True
-1,6,26,rectangle,1,yellow,1,4,-6,44,circle,0,red,5,False
-1,2,60,rectangle,1,red,2,0,-2,68,circle,0,yellow,2,True
0,2,23,rectangle,0,red,2,1,5,75,rectangle,1,yellow,2,True
-5,4,48,circle,1,yellow,1,-3,5,60,rectangle,1,blue,5,True
-2,1,13,rectangle,1,red,1,4,-2,49,circle,1,green,1,False
3,6,67,rectangle,1,yellow,5,1,-3,34,circle,1,blue,1,False
-2,0,19,circle,0,green,2,-2,-4,28,circle,1,yellow,1,True
5,-3,38,circle,1,blue,2,-2,1,71,rectangle,1,yellow,1,False
-4,1,66,circle,0,red,3,1,6,96,circle,0,blue,2,True
-5,-6,12,rectangle,0,yellow,3,-5,6,40,circle,0,blue,1,False
4,3,69,rectangle,1,blue,2,2,0,77,rectangle,0,yellow,4,True
3,-6,85,rectangle,0,green,2,1,-6,44,rectangle,1,yellow,1,True
5,3,32,rectangle,0,green,2,3,-6,68,rectangle,0,yellow,5,False
5,4,71,circle,0,green,3,-2,-5,48,rectangle,0,blue,2,False
1,6,38,circle,0,green,1,-5,5,47,rectangle,1,yellow,5,False
3,0,21,rectangle,0,yellow,4,3,-2,64,circle,0,blue,2,True
-3,-3,49,circle,1,green,5,-1,-4,10,circle,1,blue,2,True
2,2,100,circle,1,blue,5,3,4,39,circle,0,blue,4,True
5,6,32,rectangle,1,red,5,-1,2,71,rectangle,0,yellow,4,True
0,0,13,rectangle,1,green,3,-1,1,27,rectangle,0,green,2,True
5,1,27,circle,0,yellow,4,3,5,66,rectangle,0,yellow,5,True
-3,3,46,circle,1,red,4,1,5,29,circle,1,blue,5,False
-2,1,29,rectangle,1,red,3,-5,-5,89,circle,1,red,3,False
-1,-4,68,circle,0,blue,3,-4,-4,43,circle,0,green,4,True
2,6,40,rectangle,1,yellow,4,-4,-2,66,rectangle,0,red,3,False
-4,-2,31,circle,0,green,1,1,-6,62,circle,0,yellow,3,True
4,2,35,circle,0,green,1,5,6,50,rectangle,1,red,5,True
4,5,38,rectangle,1,red,3,3,3,27,circle,0,blue,5,True
-1,6,85,rectangle,1,yellow,3,2,-3,41,rectangle,1,red,1,False
0,6,33,rectangle,1,blue,1,4,3,14,rectangle,1,green,5,True
-2,6,95,rectangle,0,green,2,-2,1,100,rectangle,1,red,1,True
3,2,33,rectangle,1,red,3,-5,1,12,circle,1,green,4,False
-1,3,60,circle,1,blue,2,5,5,60,circle,0,blue,4,True
-5,2,86,rectangle,1,red,1,0,-6,67,circle,0,blue,2,False
-3,-5,77,rectangle,1,green,5,4,0,36,rectangle,0,green,3,True
2,5,30,circle,1,blue,1,-5,-6,87,rectangle,1,yellow,4,False
-1,-4,74,rectangle,1,red,5,-4,-6,12,circle,1,red,5,True
-2,-3,45,rectangle,1,yellow,4,-5,1,26,circle,0,red,1,True
-1,5,35,rectangle,0,blue,4,-3,0,93,circle,0,yellow,5,False
-5,3,92,circle,0,yellow,5,0,-5,15,rectangle,1,green,4,False
1,-3,43,circle,0,yellow,5,-5,5,58,rectangle,0,red,2,False
-2,5,19,circle,1,yellow,1,4,-4,65,rectangle,1,red,1,False
3,-3,28,rectangle,1,green,3,3,-3,36,circle,0,yellow,2,True
1,2,16,rectangle,0,green,3,3,-6,65,circle,0,green,1,False
0,2,93,rectangle,1,yellow,5,1,6,25,rectangle,0,red,3,True
5,3,48,circle,1,yellow,3,0,2,39,circle,0,red,3,True
-2,0,86,rectangle,0,blue,3,-2,-1,95,circle,1,red,2,True
3,-6,69,circle,0,blue,2,-5,1,89,rectangle,0,blue,1,False
0,2,29,rectangle,0,green,2,-1,6,88,circle,0,blue,4,False
1,4,64,rectangle,0,green,2,-1,0,85,circle,1,yellow,2,True
-1,-4,52,circle,0,green,4,-2,5,73,circle,0,blue,1,True
3,3,66,rectangle,1,red,1,1,-6,29,rectangle,1,green,5,False
-1,-4,86,circle,0,green,4,1,3,72,circle,1,yellow,5,True
-3,1,60,rectangle,1,red,1,0,4,34,circle,1,red,3,True
-1,1,43,circle,0,blue,4,-2,-2,37,circle,0,blue,5,True
-4,-1,92,circle,0,red,1,4,4,84,rectangle,1,green,5,False
-5,4,23,circle,1,blue,5,0,0,30,rectangle,1,red,2,False
-5,2,63,circle,0,red,5,-4,5,99,rectangle,0,red,2,True
-1,-3,86,rectangle,1,green,3,4,0,93,rectangle,0,green,3,True
-4,1,67,circle,1,red,5,5,-2,28,rectangle,1,red,1,False
-1,1,86,rectangle,0,yellow,3,3,-5,47,circle,1,red,5,False
-3,3,52,rectangle,0,red,1,-1,4,89,rectangle,0,blue,3,True
1,0,62,rectangle,0,red,3,1,-3,41,circle,1,blue,3,True
1,1,42,rectangle,0,green,3,3,-5,52,rectangle,1,red,5,True
-1,3,83,circle,1,green,5,1,-4,99,circle,1,yellow,3,True
0,2,96,rectangle,1,green,4,-4,-6,97,rectangle,0,yellow,4,True
-4,2,58,circle,1,green,4,5,-4,21,rectangle,0,yellow,3,False
-5,6,18,circle,1,yellow,1,2,-6,62,circle,0,yellow,3,False
-2,4,29,circle,1,red,1,0,-2,15,rectangle,0,red,3,False
2,4,11,circle,1,yellow,2,-4,-4,61,circle,1,blue,1,True
-3,-5,76,rectangle,0,green,4,4,-2,67,rectangle,0,green,5,True
5,-5,63,circle,0,red,3,-4,0,78,rectangle,0,yellow,2,False
3,-4,49,circle,0,yellow,3,-2,-1,46,rectangle,0,yellow,4,False
-2,-6,25,circle,0,green,3,-3,0,50,rectangle,0,green,1,False
4,4,99,circle,0,red,5,-2,-1,38,rectangle,0,green,2,False
5,3,25,circle,1,blue,3,-3,0,40,rectangle,1,yellow,1,False
0,-1,15,circle,1,green,1,-4,-5,15,rectangle,0,green,4,False
-1,-2,21,rectangle,0,green,1,-5,6,15,circle,0,yellow,3,False
-1,3,41,circle,1,red,5,-3,-1,93,rectangle,1,yellow,5,True
5,-5,25,circle,1,red,3,0,-5,92,circle,0,red,5,False
-4,-3,60,rectangle,0,blue,3,4,6,61,rectangle,0,blue,1,False
2,-5,61,rectangle,1,blue,5,5,-3,46,circle,0,green,4,True
4,4,57,rectangle,1,red,2,-5,-6,39,rectangle,0,red,3,False
0,-6,89,rectangle,1,yellow,5,0,-3,36,rectangle,1,green,3,True
1,-2,64,circle,1,yellow,4,-4,3,17,rectangle,1,green,3,False
3,4,75,rectangle,1,red,2,-5,-1,94,rectangle,0,green,1,True
-5,-2,12,rectangle,0,green,5,-2,1,23,circle,1,green,3,False
2,-2,95,rectangle,0,green,2,-4,-5,76,rectangle,1,yellow,2,True
-3,2,91,circle,1,yellow,4,2,0,43,circle,0,blue,4,True
-5,1,18,rectangle,1,blue,4,-5,-3,94,circle,1,green,3,False
1,-4,42,rectangle,1,green,2,-5,-3,49,circle,0,yellow,3,False
4,-2,92,rectangle,1,yellow,3,-5,-3,79,circle,0,yellow,4,False
-1,-4,68,circle,0,green,2,-1,3,92,rectangle,0,yellow,5,False
2,-4,43,circle,1,yellow,5,3,-4,69,rectangle,1,yellow,5,True
0,3,93,circle,1,red,3,-2,5,56,rectangle,0,red,1,True
-1,0,70,circle,0,red,2,-5,1,28,circle,1,yellow,1,True
0,-3,51,rectangle,0,green,1,2,-6,62,rectangle,0,green,4,True
0,3,19,circle,1,red,1,5,-5,62,circle,0,yellow,4,False
-3,-2,70,rectangle,1,green,5,4,6,32,rectangle,0,green,2,False
3,0,90,rectangle,1,red,3,5,-5,31,circle,1,green,1,True
0,-6,84,circle,0,green,5,-5,5,58,rectangle,0,blue,3,False
-4,-4,73,circle,0,green,5,4,-4,73,circle,0,blue,3,True
-4,2,33,rectangle,1,green,5,0,6,69,circle,0,yellow,5,False
3,-3,67,circle,1,yellow,2,-3,-4,51,circle,1,green,3,True
2,-1,86,rectangle,0,blue,4,0,1,31,rectangle,0,blue,4,True
-2,0,11,rectangle,1,red,4,-5,0,37,rectangle,0,yellow,3,True
-1,-4,14,circle,1,yellow,1,2,3,73,circle,1,green,2,True
-4,5,12,circle,0,blue,1,-2,2,54,circle,0,blue,3,False
-5,-1,84,rectangle,0,yellow,3,2,6,77,circle,0,yellow,3,False
5,3,10,rectangle,1,blue,2,1,5,52,rectangle,1,red,5,True
1,5,42,circle,1,blue,2,-4,-3,42,circle,1,green,4,True
3,-4,54,rectangle,1,blue,1,1,-5,85,rectangle,1,yellow,5,True
-4,5,82,circle,1,red,4,3,4,21,rectangle,1,yellow,2,False
-3,2,38,rectangle,1,yellow,4,4,4,37,circle,1,yellow,3,False
0,0,29,rectangle,1,blue,1,-1,0,79,circle,1,yellow,4,True
-5,-5,23,rectangle,0,red,3,3,2,78,circle,0,yellow,5,False
3,-3,39,circle,0,red,5,3,5,67,circle,1,yellow,5,True
0,2,50,circle,0,blue,2,3,-3,49,rectangle,0,yellow,3,False
0,5,46,circle,1,red,5,-2,-2,56,circle,1,blue,3,True
-1,3,90,circle,1,green,2,0,4,85,circle,0,yellow,1,True
-5,1,57,rectangle,1,blue,5,5,-6,39,circle,0,green,3,False
1,3,98,rectangle,1,yellow,2,-5,-4,56,circle,1,red,2,False
-3,4,75,circle,0,blue,5,1,-5,23,rectangle,0,red,3,False
-2,5,52,rectangle,1,yellow,5,1,-2,36,circle,0,yellow,1,False
-5,4,22,circle,1,yellow,2,5,-2,72,circle,1,yellow,1,False
-4,1,33,rectangle,0,green,1,-2,-4,14,rectangle,1,green,5,False
4,-5,29,rectangle,0,yellow,4,0,0,75,circle,1,yellow,1,False
-2,1,71,rectangle,0,yellow,3,-1,2,70,circle,1,blue,4,True
1,-4,79,rectangle,1,blue,1,2,-6,95,circle,0,green,4,True
-3,5,43,rectangle,1,green,4,-2,3,33,circle,0,red,4,True
2,-2,65,rectangle,0,red,3,2,4,70,circle,0,green,5,False
-3,-5,50,rectangle,1,yellow,1,-5,-4,10,circle,0,yellow,2,True
-1,6,59,rectangle,0,red,3,3,0,20,rectangle,1,blue,2,True
3,6,46,circle,0,blue,4,5,0,12,rectangle,0,yellow,3,False
5,3,61,circle,0,red,2,-3,4,78,circle,0,red,2,True
-4,-2,51,circle,0,green,2,3,5,62,circle,0,red,3,True
-2,-2,26,rectangle,1,blue,2,-4,5,53,circle,0,green,5,False
4,4,34,rectangle,1,green,1,3,3,37,circle,1,red,2,True
3,5,61,rectangle,0,blue,4,2,6,66,circle,1,green,1,True
-1,-1,72,circle,0,green,2,-3,2,55,rectangle,1,yellow,1,True
3,-6,76,circle,0,yellow,4,-3,5,19,circle,0,yellow,5,False
-3,5,91,rectangle,1,green,5,-1,-3,61,rectangle,0,red,3,True
-2,6,50,circle,1,blue,4,-4,1,21,rectangle,1,red,3,False
-5,2,11,rectangle,0,blue,2,-1,2,49,circle,0,red,5,False
2,3,25,rectangle,1,yellow,2,-5,-3,37,circle,1,green,4,False
0,1,77,circle,1,blue,5,4,-4,32,circle,1,green,4,True
2,-1,57,rectangle,0,blue,3,1,5,90,rectangle,1,red,5,True
-1,-2,40,rectangle,1,red,4,2,5,84,rectangle,1,blue,3,True
3,4,58,rectangle,1,yellow,2,3,-5,75,rectangle,0,blue,4,False
4,0,77,rectangle,1,yellow,3,4,6,66,rectangle,1,yellow,3,True
2,6,44,rectangle,0,yellow,3,1,3,15,rectangle,0,blue,2,True
3,3,53,circle,1,red,5,5,1,90,circle,0,red,3,True
-4,4,35,rectangle,1,green,4,3,4,46,circle,0,yellow,4,False
3,0,24,rectangle,0,green,5,-4,-3,79,circle,1,blue,3,False
-1,-1,41,rectangle,1,red,5,1,-5,51,circle,0,blue,4,True
2,4,55,circle,1,blue,1,1,2,78,circle,1,green,5,True
2,0,14,circle,1,green,5,-3,-3,38,circle,1,yellow,1,True
-4,5,94,circle,0,blue,4,3,1,73,circle,0,red,2,True
0,1,77,rectangle,1,green,4,5,-2,83,circle,0,green,3,True
-1,-3,18,circle,1,blue,5,3,-5,79,rectangle,1,red,2,True
4,-1,72,rectangle,1,red,5,4,-3,10,rectangle,1,blue,3,True
-2,0,21,circle,0,green,2,-3,0,96,circle,1,blue,3,True
0,-1,40,circle,0,blue,2,-4,0,31,circle,0,green,4,True
3,2,64,circle,0,blue,1,-4,4,89,rectangle,0,red,2,False
-2,-4,31,circle,0,blue,5,-1,-3,16,circle,0,green,2,True
-2,4,70,rectangle,1,blue,2,-1,6,24,rectangle,0,blue,1,True
1,3,25,circle,0,blue,3,-5,2,90,rectangle,0,yellow,2,False
0,6,51,rectangle,0,yellow,4,-4,4,53,circle,1,green,3,True
-3,3,10,circle,1,yellow,3,5,-1,34,rectangle,1,red,3,False
-4,-2,16,circle,1,yellow,4,-3,4,66,rectangle,1,yellow,2,False
-5,3,40,circle,0,blue,5,2,-5,39,circle,1,blue,3,False
1,3,62,circle,1,red,1,1,3,37,circle,0,green,2,True
-5,6,39,circle,1,blue,2,-5,6,32,circle,1,green,2,False
-4,-3,61,circle,0,yellow,2,-2,-6,85,circle,1,blue,5,True
0,-6,74,rectangle,0,blue,2,4,4,71,rectangle,1,blue,5,False
0,5,35,circle,0,yellow,1,4,-2,21,rectangle,1,green,2,False
-2,-1,47,rectangle,1,red,5,1,-2,87,circle,1,yellow,4,True
-3,5,93,circle,1,blue,4,-1,0,41,circle,1,yellow,5,True
-1,-3,77,circle,1,yellow,4,-5,6,67,circle,0,yellow,1,False
-1,5,97,circle,1,red,1,4,-4,83,circle,0,green,1,True
