x1,y1,size1,figure1,is_active1,color1,priority1,x2,y2,size2,figure2,is_active2,color2,priority2,collision
4,-6,48,circle,1,green,3,4,-2,79,circle,1,yellow,2,False
0,-3,67,circle,1,yellow,2,-4,-2,73,rectangle,0,red,1,True
5,-5,64,circle,1,green,4,-1,-6,81,rectangle,1,yellow,4,False
-1,-2,68,circle,1,red,2,2,5,66,circle,1,green,2,True
3,-5,21,rectangle,1,yellow,1,1,-3,82,rectangle,0,blue,2,True
3,1,68,rectangle,1,red,4,-4,1,90,circle,0,blue,3,False
-4,-4,15,rectangle,1,red,4,2,2,27,circle,1,green,5,False
-5,-2,69,rectangle,1,blue,5,-4,2,92,rectangle,0,yellow,5,True
-3,2,90,circle,0,blue,4,5,-1,20,rectangle,1,red,3,False
5,-4,52,rectangle,0,blue,1,5,-4,60,rectangle,0,red,1,True
0,-1,92,rectangle,1,red,5,5,-1,20,circle,0,green,2,True
-3,5,92,rectangle,1,green,1,3,6,98,circle,0,blue,4,True
2,-1,56,circle,0,yellow,3,3,-2,76,rectangle,0,blue,5,True
5,-4,37,rectangle,1,yellow,1,-1,6,64,rectangle,0,red,4,False
-4,4,65,circle,1,green,1,-3,-4,75,circle,1,blue,2,True
5,5,23,rectangle,0,blue,3,0,6,31,rectangle,1,red,5,True
-4,2,77,circle,1,yellow,1,-5,0,93,circle,1,blue,2,True
5,-2,14,circle,1,green,3,0,-4,28,rectangle,0,red,3,False
-1,-4,96,rectangle,0,red,4,5,-5,10,circle,1,blue,4,False
4,5,72,rectangle,0,red,3,0,3,61,circle,0,red,2,True
-5,-2,99,rectangle,0,red,3,-4,-5,75,circle,0,blue,4,True
-2,5,37,rectangle,0,red,5,5,6,93,rectangle,0,blue,3,True
4,2,64,circle,1,yellow,5,2,4,92,circle,0,yellow,2,True
4,-2,15,circle,1,yellow,3,1,-3,81,rectangle,1,blue,5,True
1,-2,51,rectangle,0,yellow,3,3,-5,19,rectangle,1,green,4,True
-3,-4,17,rectangle,0,red,4,-5,-1,67,circle,0,yellow,3,True
0,4,18,rectangle,0,blue,3,5,3,24,circle,0,green,3,False
2,-3,100,rectangle,0,blue,2,-5,1,44,rectangle,1,blue,1,True
5,0,34,circle,1,red,3,-4,-6,95,circle,0,blue,4,True
5,5,11,circle,1,yellow,4,3,2,93,rectangle,0,yellow,4,True
4,1,15,circle,0,yellow,2,5,-3,68,circle,0,green,5,False
4,-1,93,rectangle,0,green,2,5,-1,36,rectangle,1,red,5,True
-2,-5,61,rectangle,0,yellow,4,1,0,28,circle,0,yellow,2,False
2,0,21,circle,1,red,2,-3,-2,12,rectangle,0,red,3,False
-4,6,28,circle,0,blue,3,-4,0,73,circle,1,yellow,5,False
5,1,34,circle,1,red,2,4,-5,36,rectangle,1,yellow,5,False
5,2,25,rectangle,0,green,5,-3,6,52,rectangle,1,red,2,False
-1,-1,64,rectangle,1,red,3,-4,-5,91,rectangle,0,green,4,True
-1,-4,77,circle,1,yellow,4,2,-4,27,circle,1,red,5,True
-1,-3,82,circle,0,yellow,4,-4,-3,24,circle,0,blue,1,True
5,2,75,rectangle,1,red,3,0,3,64,circle,0,blue,1,True
5,4,39,circle,0,red,3,-1,4,74,rectangle,1,blue,5,False
-2,-3,94,rectangle,1,red,5,5,2,85,rectangle,1,red,4,True
-3,-1,28,circle,0,green,2,-2,-3,16,circle,0,blue,2,True
-1,0,67,rectangle,0,green,5,-3,0,14,rectangle,0,blue,1,True
-2,2,20,circle,0,yellow,4,-1,6,61,circle,0,red,2,False
-3,-2,62,rectangle,0,blue,5,2,3,96,circle,0,blue,3,False
-1,3,27,circle,0,red,1,-2,-3,82,rectangle,0,red,1,False
3,-2,46,circle,0,green,5,0,-3,61,circle,0,red,3,True
3,-1,37,rectangle,0,blue,1,4,-5,64,rectangle,1,green,5,True
1,6,98,circle,1,green,3,-3,4,53,rectangle,1,yellow,5,True
-2,-1,45,rectangle,1,yellow,2,-3,6,58,circle,0,red,5,False
-3,-3,10,rectangle,0,green,3,-5,5,28,rectangle,1,yellow,4,False
2,4,60,circle,0,blue,5,2,-3,61,rectangle,1,green,5,False
1,6,15,circle,1,yellow,3,1,-5,97,circle,1,yellow,5,False
-5,6,60,rectangle,0,red,3,-2,-5,61,circle,1,yellow,4,False
-4,5,84,circle,1,blue,4,2,-1,68,rectangle,1,green,1,False
2,3,82,circle,0,yellow,3,4,0,12,rectangle,1,green,4,False
-4,-3,31,circle,0,yellow,2,-5,0,69,rectangle,1,green,1,True
5,6,19,rectangle,0,yellow,2,-2,-4,46,rectangle,1,green,2,False
-1,-6,65,rectangle,0,yellow,3,-5,2,80,circle,0,green,5,False
-3,-6,64,rectangle,0,yellow,2,-1,5,91,rectangle,1,blue,1,False
3,3,37,circle,0,red,4,2,-4,55,circle,1,blue,5,True
-3,-1,97,rectangle,0,green,5,-4,2,73,circle,1,blue,4,True
-5,4,58,circle,1,red,3,-4,-2,88,circle,1,yellow,2,True
-2,-1,25,rectangle,0,blue,3,-3,-5,11,rectangle,1,yellow,4,True
0,5,38,circle,1,red,4,-2,3,59,circle,0,yellow,2,True
-5,-6,41,rectangle,0,blue,1,2,-6,10,circle,0,green,2,False
2,-2,70,rectangle,0,yellow,1,2,5,79,rectangle,0,green,5,True
-4,5,84,rectangle,1,blue,4,-4,2,54,circle,0,blue,4,True
-4,-6,32,rectangle,0,blue,4,3,2,78,circle,0,red,1,False
-5,4,15,rectangle,0,blue,3,1,2,65,circle,0,blue,2,False
1,-6,96,circle,1,red,1,4,4,97,rectangle,1,yellow,4,False
-1,0,34,circle,1,green,1,2,3,28,rectangle,0,blue,3,True
-2,5,65,circle,1,green,2,2,-4,50,circle,1,yellow,2,False
2,-2,44,rectangle,0,red,1,-2,3,48,circle,1,blue,3,False
-3,-4,30,rectangle,0,green,3,5,5,24,rectangle,1,red,2,False
-1,-2,42,circle,1,green,2,1,3,59,circle,1,red,5,True
-1,-2,59,rectangle,0,red,4,2,-2,69,rectangle,0,yellow,5,True
0,-4,98,circle,0,blue,1,3,0,91,rectangle,0,green,5,True
-4,0,28,rectangle,1,red,1,4,1,71,rectangle,0,red,2,False
3,-1,79,circle,1,yellow,5,-1,3,48,rectangle,0,yellow,4,True
-1,4,36,rectangle,1,green,1,4,-1,14,circle,1,red,3,False
5,-2,75,circle,0,red,3,-4,1,93,circle,0,blue,4,True
-3,-4,38,rectangle,1,red,4,-3,0,56,rectangle,0,red,2,True
-1,-1,38,circle,0,green,1,4,-1,73,rectangle,1,blue,2,True
-2,6,46,rectangle,0,green,5,-3,2,38,rectangle,0,yellow,4,True
4,3,18,rectangle,1,blue,4,-4,6,100,circle,0,green,5,False
1,-4,59,circle,1,blue,1,1,5,70,rectangle,1,blue,1,False
0,2,100,circle,0,green,4,5,4,85,rectangle,1,red,1,True
0,-1,31,rectangle,1,red,4,0,-6,12,rectangle,0,green,4,False
5,-6,72,circle,0,yellow,4,2,-4,77,circle,1,green,3,False
-2,2,57,rectangle,0,green,1,5,3,71,rectangle,1,yellow,2,True
-1,-1,96,rectangle,0,yellow,2,5,-6,88,circle,0,green,2,True
-1,6,39,rectangle,0,blue,4,-3,1,14,rectangle,0,green,3,False
-4,1,73,rectangle,1,blue,3,0,-6,21,rectangle,1,green,1,False
-1,5,11,rectangle,1,blue,5,2,-5,94,rectangle,1,red,5,False
5,-4,34,circle,0,yellow,1,-1,2,55,rectangle,1,blue,2,False
4,5,24,rectangle,1,yellow,5,-2,6,52,rectangle,0,red,4,True
3,2,83,circle,0,red,4,3,6,56,rectangle,1,red,2,True
3,5,82,circle,0,red,4,3,2,88,rectangle,1,red,4,True
-5,2,91,circle,1,blue,2,-2,1,57,circle,0,red,3,True
0,5,64,rectangle,1,yellow,1,-5,-5,45,rectangle,0,yellow,5,False
-2,-5,78,circle,0,blue,2,3,-5,33,circle,0,yellow,1,False
-1,-5,55,rectangle,0,red,4,-5,-3,92,circle,1,yellow,2,True
3,-1,15,rectangle,0,red,5,-2,-1,24,rectangle,1,green,4,False
1,-4,43,circle,1,blue,1,-5,-4,28,rectangle,0,green,5,False
-4,2,38,rectangle,0,red,2,-3,5,86,rectangle,0,blue,3,True
5,-4,19,circle,0,yellow,5,-4,-1,66,circle,0,green,3,False
-3,6,77,circle,0,yellow,3,5,-4,33,rectangle,0,red,3,False
5,-6,19,circle,0,yellow,5,3,3,29,rectangle,0,yellow,5,False
-1,-6,47,rectangle,0,red,2,2,6,45,rectangle,1,red,1,False
-2,-3,33,circle,1,yellow,1,-4,1,91,circle,0,green,2,True
0,3,24,rectangle,1,green,2,-2,5,19,circle,0,blue,2,True
-5,0,22,circle,1,red,3,1,5,18,circle,1,blue,5,False
-1,1,86,rectangle,0,green,1,3,0,75,circle,1,yellow,1,True
3,5,14,circle,1,blue,5,-2,2,76,circle,1,green,5,True
1,2,18,rectangle,0,red,3,-3,-6,50,circle,0,yellow,4,False
5,-5,40,circle,1,red,4,0,-3,16,circle,0,red,4,False
0,0,67,rectangle,0,green,2,0,4,80,rectangle,0,green,2,True
-2,-1,46,circle,1,red,3,-2,-4,61,circle,0,red,4,True
4,3,84,rectangle,0,yellow,1,-3,5,72,rectangle,1,blue,3,True
-2,-6,52,rectangle,0,green,4,-3,-1,63,circle,1,green,4,False
-3,0,30,rectangle,0,yellow,2,-3,-2,40,circle,0,red,5,True
0,-1,13,rectangle,0,blue,5,3,-2,47,rectangle,1,green,2,True
-2,-4,77,rectangle,1,blue,2,5,-6,59,rectangle,0,red,3,True
-4,4,46,circle,1,yellow,5,2,1,99,circle,0,blue,2,True
-4,-1,57,rectangle,0,green,4,-4,4,14,circle,1,red,5,False
-5,4,81,circle,1,blue,1,1,1,88,circle,0,red,2,True
3,6,48,circle,0,blue,3,2,6,68,circle,1,red,3,True
-5,4,40,circle,0,green,4,2,-2,13,rectangle,0,red,3,False
0,-5,17,circle,1,yellow,2,5,5,62,circle,1,red,4,True
5,6,38,rectangle,1,green,1,5,-1,55,rectangle,0,green,3,False
-3,-5,22,rectangle,1,yellow,2,-4,4,45,rectangle,0,red,5,False
-3,4,64,rectangle,0,yellow,4,0,-3,59,circle,0,red,4,False
-3,-5,60,rectangle,0,yellow,1,1,-6,79,rectangle,0,yellow,4,True
-1,-3,66,circle,0,green,1,0,1,46,circle,1,yellow,3,True
4,3,63,circle,1,blue,5,5,-4,62,circle,1,red,4,False
-1,-1,46,rectangle,0,green,4,1,0,57,rectangle,0,green,1,True
2,-4,69,rectangle,0,blue,3,2,6,21,rectangle,1,blue,2,False
-4,6,75,rectangle,1,yellow,4,0,6,53,rectangle,0,green,3,True
3,-4,58,circle,1,green,4,5,3,38,circle,0,yellow,3,True
-5,5,76,circle,0,green,2,-4,0,97,circle,1,yellow,3,False
-3,4,88,rectangle,1,green,5,2,-1,50,rectangle,0,blue,1,True
1,-4,25,circle,1,blue,5,0,0,35,rectangle,1,green,1,False
-5,0,88,rectangle,1,red,5,5,5,67,circle,1,red,4,False
5,-2,30,circle,1,blue,2,-1,2,29,rectangle,1,green,3,False
-2,0,71,rectangle,1,yellow,5,4,3,70,circle,0,yellow,3,False
2,-1,41,rectangle,0,green,2,2,-4,39,circle,1,red,2,True
2,-3,88,circle,1,blue,4,-2,-4,28,rectangle,1,yellow,4,False
-3,3,35,circle,1,blue,1,-3,1,69,circle,0,red,3,True
-4,-1,22,rectangle,1,blue,3,-1,-2,78,circle,1,green,1,True
-2,0,78,circle,0,blue,3,3,1,77,rectangle,0,green,2,True
-2,5,82,circle,0,yellow,2,-2,2,63,circle,1,red,5,True
0,1,75,circle,0,green,1,3,5,42,circle,0,green,1,True
5,0,26,rectangle,1,green,1,-1,6,67,circle,1,yellow,5,False
-1,5,10,circle,1,green,4,-2,-1,19,circle,1,blue,3,False
-2,-3,93,circle,0,yellow,1,3,6,71,circle,0,yellow,4,True
-4,5,92,rectangle,1,yellow,5,-2,2,80,rectangle,1,blue,2,True
-5,6,88,circle,0,red,1,-3,-3,30,rectangle,1,green,2,False
-3,-5,54,rectangle,1,blue,3,-2,-4,14,circle,1,blue,2,True
5,-3,88,rectangle,0,yellow,1,-3,5,35,circle,0,yellow,5,False
-4,3,63,circle,1,blue,4,-3,2,43,circle,1,blue,3,False
4,5,66,rectangle,1,red,1,-3,2,27,circle,0,blue,2,False
-5,-3,67,rectangle,1,red,4,5,6,89,rectangle,0,red,4,False
-5,-5,19,rectangle,1,green,2,2,-6,63,circle,1,yellow,2,False
-5,5,96,circle,1,blue,3,5,-4,25,circle,0,yellow,2,False
2,0,13,circle,1,yellow,4,0,-3,69,rectangle,0,yellow,1,True
-3,6,12,circle,1,red,1,-4,2,51,rectangle,1,green,1,True
2,0,16,rectangle,0,yellow,1,4,4,94,circle,1,red,4,False
0,1,96,circle,0,red,1,-3,-2,51,rectangle,1,blue,1,True
4,0,45,rectangle,0,green,5,4,0,90,rectangle,0,red,2,True
-5,0,55,rectangle,0,yellow,1,-1,-3,60,rectangle,0,red,5,True
3,1,76,circle,0,green,2,-4,0,87,rectangle,1,red,5,False
-1,2,12,rectangle,1,blue,5,-5,0,22,circle,1,green,2,False
-3,-3,18,circle,1,blue,2,-1,6,58,circle,0,blue,1,False
1,-2,56,rectangle,1,yellow,5,-2,6,46,rectangle,1,red,5,False
-5,6,97,rectangle,1,green,4,4,-4,83,rectangle,0,red,1,False
1,6,23,rectangle,1,red,3,-3,2,77,circle,0,blue,2,False
-2,2,50,circle,0,yellow,4,-5,3,42,rectangle,1,green,2,True
-4,4,69,rectangle,1,blue,1,-4,3,80,circle,0,red,1,True
1,-5,98,circle,1,red,4,-1,-6,21,rectangle,1,green,1,True
0,2,11,circle,0,green,2,-1,-1,69,rectangle,1,green,2,True
1,-3,58,circle,0,red,4,5,2,31,rectangle,1,red,5,False
5,1,54,rectangle,1,yellow,2,-3,5,70,circle,1,red,3,False
2,-6,72,rectangle,0,blue,3,-1,3,20,rectangle,0,red,5,False
0,-1,60,circle,0,red,5,-1,3,48,circle,0,blue,1,True
-5,-3,58,rectangle,1,red,1,-1,2,68,circle,1,blue,5,True
3,1,38,rectangle,0,red,3,0,1,59,circle,1,red,5,True
-1,-2,13,circle,0,red,2,-5,3,37,circle,1,green,4,False
-3,1,76,rectangle,0,red,5,-5,-2,55,rectangle,1,blue,3,True
3,6,54,rectangle,0,green,4,-5,-3,47,circle,1,yellow,5,False
-5,-6,24,rectangle,0,green,2,5,3,82,circle,0,yellow,5,False
2,6,94,circle,0,blue,1,2,-2,47,rectangle,0,red,1,False
0,-2,68,rectangle,0,yellow,3,-1,-4,94,rectangle,0,green,2,True
5,1,53,circle,1,green,4,2,2,27,rectangle,0,green,1,True
2,5,55,circle,1,yellow,1,4,6,63,rectangle,1,green,1,True
3,4,29,rectangle,1,blue,2,2,-3,61,circle,0,yellow,4,False
3,-6,75,circle,0,yellow,5,-5,6,16,circle,0,red,2,False
2,-2,19,rectangle,1,green,4,-4,4,91,circle,0,green,3,False
2,-6,56,rectangle,0,red,4,-2,6,29,rectangle,1,green,4,False
0,5,27,rectangle,0,red,2,1,2,23,circle,1,red,1,True
1,-1,80,circle,0,blue,1,4,0,72,circle,0,green,4,True
-3,-6,36,circle,1,green,1,2,3,99,rectangle,0,green,3,False
-2,-5,23,circle,0,blue,3,0,-5,33,rectangle,1,red,2,True
0,6,80,rectangle,0,red,1,-4,5,23,circle,1,red,4,True
-4,0,72,rectangle,1,red,3,1,-5,90,rectangle,0,red,3,True
-2,5,84,rectangle,0,yellow,2,-5,-4,96,circle,0,blue,1,False
3,-2,72,rectangle,0,red,4,-1,6,30,circle,1,green,4,False
-2,6,15,circle,0,blue,5,3,-2,87,rectangle,0,red,5,False
-3,-1,60,rectangle,0,blue,2,3,5,34,circle,0,blue,4,False
3,5,31,rectangle,1,blue,2,-2,0,68,circle,0,yellow,2,False
-3,5,45,circle,0,red,4,3,-2,35,rectangle,0,red,1,False
-4,-6,53,circle,0,blue,4,2,3,93,rectangle,0,blue,1,False
4,4,87,circle,0,green,1,4,-4,66,rectangle,0,blue,4,False
1,-2,27,circle,1,green,5,1,3,52,rectangle,1,blue,3,False
3,-6,21,rectangle,0,yellow,2,4,-6,96,circle,0,blue,4,True
-1,-1,100,rectangle,0,red,4,-2,4,70,rectangle,0,red,1,True
1,-3,27,rectangle,1,blue,4,-5,0,79,rectangle,0,green,3,True
-5,5,65,rectangle,0,red,2,-4,2,30,rectangle,1,blue,1,True
-2,-3,16,circle,1,blue,2,4,-1,49,rectangle,1,yellow,5,False
2,-3,43,rectangle,1,red,2,-2,5,94,rectangle,1,green,2,True
2,-4,42,rectangle,0,green,2,0,6,93,circle,1,blue,1,False
5,4,89,rectangle,1,yellow,5,1,1,45,rectangle,1,red,3,True
-2,4,31,circle,1,red,4,0,0,22,circle,1,green,1,False
3,3,67,circle,1,red,1,5,1,93,circle,1,green,3,True
-2,-5,25,circle,0,red,5,5,-4,15,rectangle,1,blue,1,False
-5,3,34,rectangle,1,green,1,2,-6,60,rectangle,1,blue,4,False
-3,6,19,rectangle,0,blue,3,-2,5,42,rectangle,0,blue,1,True
3,0,27,circle,1,yellow,3,4,5,53,rectangle,1,blue,2,False
-2,4,38,rectangle,0,green,3,-5,-3,43,rectangle,0,blue,3,False
2,4,69,circle,1,blue,2,4,-2,85,rectangle,1,red,2,False
4,-3,68,rectangle,1,green,5,-4,-4,38,circle,0,yellow,1,False
3,6,90,circle,0,green,2,-5,3,78,rectangle,0,red,4,False
-3,-1,30,rectangle,0,green,4,5,-5,38,rectangle,0,red,1,False
4,-3,41,circle,1,blue,4,5,5,44,circle,1,yellow,4,True
1,-2,68,rectangle,1,green,2,1,-3,87,rectangle,0,red,1,True
0,3,100,circle,0,yellow,2,-5,4,21,circle,0,blue,1,False
4,-1,24,rectangle,0,green,2,-1,-6,13,rectangle,1,blue,2,False
-5,0,65,rectangle,0,blue,2,2,3,65,rectangle,0,yellow,4,True
-2,5,75,circle,0,green,2,-2,-6,97,circle,0,red,5,True
3,4,29,circle,1,green,2,-1,1,20,circle,0,red,5,True
5,1,97,rectangle,1,blue,1,0,6,36,circle,1,green,3,True
-4,-6,29,circle,0,green,2,1,-5,67,circle,0,yellow,2,True
-1,3,37,rectangle,0,green,1,3,-6,66,rectangle,0,green,4,False
-2,6,99,rectangle,0,red,5,5,2,41,circle,1,red,5,False
1,-1,30,circle,1,green,1,-3,3,19,circle,0,yellow,4,False
2,-1,20,rectangle,0,yellow,3,-2,4,35,circle,0,green,1,False
-1,5,58,circle,0,red,5,0,-2,92,rectangle,0,yellow,1,False
-2,-5,52,circle,0,red,3,-1,-4,32,circle,1,yellow,1,True
-1,1,28,circle,1,yellow,2,1,-4,38,circle,1,yellow,1,True
-4,4,15,rectangle,1,blue,1,-3,2,67,rectangle,1,red,3,True
-2,0,68,rectangle,0,blue,5,-5,-4,72,circle,0,yellow,1,True
1,6,58,circle,1,blue,5,3,-2,36,circle,0,blue,3,True
-1,-5,65,circle,0,red,2,3,0,89,circle,0,yellow,3,True
2,2,44,rectangle,1,yellow,1,4,-1,70,circle,1,yellow,1,True
1,6,98,rectangle,1,yellow,4,-4,3,82,rectangle,0,red,2,True
-1,-4,73,circle,0,green,3,1,3,74,circle,1,green,5,True
1,3,82,rectangle,1,red,4,1,2,35,circle,1,green,4,True
-3,2,41,rectangle,1,yellow,1,-3,5,18,circle,0,red,2,True
2,-2,72,rectangle,0,green,3,-1,5,18,circle,1,green,5,False
-5,-6,50,circle,0,yellow,3,0,4,58,rectangle,1,green,4,False
-1,6,67,circle,1,green,5,2,6,25,circle,1,green,2,False
-3,-4,20,rectangle,0,yellow,2,1,1,38,rectangle,1,green,1,True
2,2,40,circle,0,yellow,2,1,-3,13,circle,0,red,2,True
0,0,84,rectangle,0,blue,2,-1,-3,68,rectangle,0,red,3,True
1,5,49,rectangle,0,yellow,1,-2,-3,68,circle,1,red,2,False
1,1,42,circle,1,blue,5,2,-5,55,circle,1,yellow,1,True
0,1,23,circle,0,blue,5,2,-3,86,circle,0,red,1,True
-4,3,50,rectangle,1,red,1,2,-2,97,circle,0,red,1,False
3,-1,95,rectangle,1,green,5,-3,1,87,rectangle,1,yellow,5,True
1,-3,86,circle,0,blue,3,-3,3,33,rectangle,0,blue,3,False
0,6,26,circle,1,green,1,-4,-6,71,rectangle,0,red,5,False
-4,6,21,rectangle,1,red,3,2,-2,73,rectangle,1,red,2,False
1,-6,85,rectangle,0,blue,1,-2,4,46,rectangle,1,red,1,False
-1,1,29,circle,0,red,2,-2,0,55,rectangle,0,green,2,True
0,1,64,circle,0,yellow,3,-1,5,25,circle,1,green,1,True
5,-6,77,circle,1,green,1,2,4,73,rectangle,1,red,2,False
-1,-2,72,circle,1,green,2,2,-6,23,rectangle,0,red,4,False
4,-1,91,circle,1,yellow,4,-1,5,34,circle,0,yellow,4,True
-1,-3,96,rectangle,0,blue,4,1,-3,48,circle,1,yellow,2,True
