x1,y1,size1,figure1,x2,y2,size2,figure2,collision
-1,3,70,circle,5,6,83,rectangle,False
2,2,79,circle,4,-6,29,rectangle,False
-5,-5,74,circle,-4,4,48,circle,True
3,4,73,circle,-3,3,78,circle,True
-4,0,41,circle,-4,-2,99,circle,True
3,-6,34,rectangle,-2,4,85,rectangle,False
4,0,77,rectangle,0,2,63,circle,True
-3,-4,100,circle,1,-3,47,rectangle,True
-5,5,97,rectangle,1,3,21,circle,False
4,-1,99,rectangle,0,3,96,rectangle,True
-2,0,65,rectangle,-1,0,64,rectangle,True
4,-5,42,circle,-3,3,10,rectangle,False
-5,-3,12,rectangle,-5,5,65,rectangle,False
-2,3,18,circle,2,-6,47,circle,False
-5,-6,81,rectangle,-2,-4,50,circle,True
-1,1,49,rectangle,5,-5,88,circle,False
-4,-5,67,rectangle,1,-1,54,circle,True
0,5,53,rectangle,-4,4,28,rectangle,True
0,2,41,circle,3,-3,38,circle,True
2,6,30,circle,-2,3,85,circle,True
-5,-4,62,circle,-4,2,63,circle,True
1,1,77,rectangle,4,1,46,rectangle,True
3,-5,78,rectangle,-4,-4,85,rectangle,True
-4,-1,50,rectangle,-3,-6,92,rectangle,True
-5,6,81,rectangle,1,1,51,rectangle,True
-4,0,90,circle,1,3,100,rectangle,True
-5,2,65,rectangle,3,-6,27,circle,False
5,-1,19,rectangle,-5,-1,32,circle,False
0,5,20,rectangle,2,6,58,circle,True
-1,1,36,circle,-3,0,31,circle,True
-1,-6,27,rectangle,-2,2,96,rectangle,False
5,0,24,circle,3,4,54,rectangle,True
1,4,50,rectangle,-4,5,99,rectangle,True
4,3,14,circle,5,-4,28,circle,False
-3,-6,92,rectangle,-5,-6,40,rectangle,True
5,6,22,rectangle,5,0,80,rectangle,True
4,6,72,rectangle,5,0,27,circle,False
4,0,13,rectangle,-4,-5,25,rectangle,False
0,3,72,rectangle,4,2,56,rectangle,True
2,-1,31,rectangle,0,-3,57,circle,True
3,-1,41,rectangle,0,2,44,rectangle,True
4,-1,36,rectangle,-5,-3,77,rectangle,False
-3,-5,58,circle,1,6,69,rectangle,False
-2,-6,100,circle,2,-3,82,circle,True
-4,0,36,rectangle,-4,2,66,circle,True
4,-2,39,circle,-5,-1,60,circle,True
0,1,40,circle,-3,0,37,rectangle,True
-5,-4,18,circle,5,2,29,rectangle,False
-5,-1,50,circle,4,-5,70,circle,False
-5,-4,62,circle,-3,-6,48,circle,True
-3,-4,98,rectangle,5,3,56,circle,False
0,0,81,rectangle,-5,-4,16,circle,True
-3,-3,88,rectangle,4,4,71,circle,False
4,2,39,circle,-5,2,29,rectangle,False
3,1,69,rectangle,4,-5,53,rectangle,True
-3,1,42,circle,-5,3,59,circle,False
-4,1,100,circle,5,-3,37,rectangle,False
-3,1,78,circle,-1,-3,96,rectangle,True
-5,4,93,circle,-3,0,43,circle,False
-3,4,47,rectangle,-4,-1,71,circle,False
-2,-5,46,rectangle,2,2,34,circle,False
5,-2,17,circle,-1,5,40,rectangle,False
0,3,75,circle,1,-1,11,circle,True
-2,-5,41,rectangle,5,2,13,circle,False
4,-3,39,rectangle,-5,1,97,circle,False
0,0,14,circle,0,-6,36,rectangle,False
1,6,31,rectangle,-1,-3,12,circle,False
-2,-2,88,circle,-1,-5,31,circle,True
-3,4,26,circle,-1,1,54,rectangle,True
-3,6,12,rectangle,-1,-3,58,circle,False
-2,-6,18,circle,-2,-2,72,circle,True
-3,2,59,rectangle,0,3,97,circle,True
-2,-6,97,circle,4,5,10,circle,True
-4,0,60,rectangle,-2,-2,33,circle,True
0,-1,27,circle,2,4,21,rectangle,False
-5,0,31,rectangle,-1,2,80,rectangle,True
-2,1,60,circle,-3,1,30,circle,True
4,-6,84,circle,5,6,28,rectangle,False
-1,6,77,rectangle,4,-5,99,rectangle,False
0,-2,38,rectangle,-5,-6,13,rectangle,False
0,4,83,rectangle,4,-3,91,rectangle,True
-5,5,61,rectangle,-5,-2,90,rectangle,True
1,3,93,circle,-3,-2,75,circle,True
4,5,77,circle,1,-3,19,circle,True
-4,4,38,circle,5,3,38,circle,False
0,-2,39,circle,5,-5,84,rectangle,True
1,-4,27,circle,0,3,95,rectangle,False
1,-6,16,circle,2,5,92,circle,True
-4,-4,43,rectangle,3,3,95,rectangle,True
-1,0,65,rectangle,-1,-2,66,circle,True
-4,2,54,rectangle,-5,-4,45,circle,False
1,2,55,rectangle,1,-1,94,circle,True
0,2,64,circle,-3,-2,62,rectangle,True
5,0,23,circle,-4,-4,17,rectangle,False
-3,2,40,rectangle,-1,-6,77,circle,False
-1,3,66,circle,-2,2,65,rectangle,True
-1,4,96,circle,-1,2,94,circle,True
-2,-5,94,rectangle,5,-1,38,circle,False
-2,-3,48,circle,-5,5,42,rectangle,False
4,2,36,circle,-3,-2,93,circle,True
5,-2,73,rectangle,-1,0,85,circle,False
-1,-1,58,circle,3,5,83,rectangle,False
0,2,83,rectangle,-4,0,33,rectangle,True
-1,1,88,rectangle,-2,1,20,rectangle,True
-1,2,68,circle,3,-2,57,circle,True
-4,1,100,rectangle,-4,1,58,circle,True
-4,1,30,rectangle,-3,-4,19,rectangle,False
2,2,36,rectangle,-2,6,50,circle,False
-4,0,21,circle,-5,3,90,circle,False
0,6,87,circle,-5,1,11,circle,False
-2,5,70,rectangle,-2,-2,58,circle,False
1,6,28,rectangle,2,-5,84,rectangle,False
-1,3,12,circle,2,1,67,circle,True
-3,5,18,circle,5,2,37,rectangle,False
-1,-3,85,circle,5,3,98,circle,True
-4,4,30,circle,0,-3,17,circle,False
5,-1,65,circle,-4,-6,96,rectangle,False
-1,-1,76,rectangle,-4,-2,67,rectangle,True
-1,4,52,circle,4,-3,28,rectangle,False
-5,0,71,circle,3,-3,96,rectangle,False
2,2,19,circle,1,6,34,rectangle,False
3,4,16,rectangle,-2,1,29,rectangle,False
1,2,25,rectangle,5,6,25,circle,False
2,-6,67,circle,-2,4,60,circle,False
5,1,15,circle,-3,-4,35,circle,True
-2,2,59,rectangle,5,5,100,circle,False
3,-2,75,circle,-5,-6,34,rectangle,False
3,5,72,rectangle,-2,-4,39,rectangle,False
3,-3,83,circle,2,-3,54,circle,True
3,-6,64,circle,3,4,21,rectangle,False
-5,-5,50,circle,2,3,18,circle,True
-1,6,40,rectangle,-4,5,13,circle,True
-2,-3,23,rectangle,2,-4,17,rectangle,True
3,-2,24,circle,-1,2,88,rectangle,True
-4,4,70,circle,-2,-2,41,circle,True
1,-5,71,rectangle,-4,-2,13,rectangle,True
2,-4,81,rectangle,-3,6,43,rectangle,False
-3,3,93,circle,1,-4,85,circle,True
3,-6,44,circle,3,5,19,circle,False
2,6,94,circle,-2,-6,48,circle,True
-1,-4,69,rectangle,3,2,86,rectangle,True
0,-4,19,rectangle,1,0,76,rectangle,True
-3,-1,22,circle,-2,-5,90,circle,True
1,4,55,rectangle,0,-5,30,circle,False
-2,-2,86,rectangle,-1,-2,79,circle,True
-2,3,37,rectangle,4,4,32,rectangle,False
2,-6,18,rectangle,-5,-2,57,rectangle,False
-4,-4,44,rectangle,5,-4,37,rectangle,False
0,-1,31,rectangle,2,0,53,circle,True
3,-5,52,circle,-2,0,35,circle,False
1,0,66,circle,-2,-2,18,rectangle,True
3,-5,91,circle,1,-2,24,rectangle,True
-2,-6,39,rectangle,-5,-3,11,circle,True
-3,3,77,rectangle,1,-4,29,circle,False
5,1,12,rectangle,5,-6,14,rectangle,False
5,4,21,rectangle,3,-2,96,circle,False
2,-4,47,circle,0,1,36,circle,True
-4,-3,35,circle,2,5,58,rectangle,False
-1,-6,31,circle,2,5,78,rectangle,False
2,-6,23,circle,-1,1,21,circle,False
